PHAP 1.0,[ 0.49236326  0.50763674]
CaMKI 1.0,[ 0.48540512  0.51459488]
RIM 0.0,[ 0.50749115  0.49250885]
EFA6 1.0,[ 0.50004814  0.49995186]
PI3K 1.0,[ 0.48513566  0.51486434]
GELSOLIN 1.0,[ 0.48730089  0.51269911]
BETAARRESTIN 1.0,[ 0.48960057  0.51039943]
MKP5 1.0,[ 0.48671149  0.51328851]
PP2C 1.0,[ 0.49758155  0.50241845]
DOPAMINE 0.0,[ 0.49870932  0.50129068]
LEF1 0.0,[ 0.50047964  0.49952036]
APOLLON 1.0,[ 0.4900259  0.5099741]
MAP2 1.0,[ 0.49231055  0.50768945]
EPHRIN 0.0,[ 0.50334243  0.49665757]
SS 0.0,[ 0.5089035  0.4910965]
FIBRINOGEN 0.0,[ 0.5039137  0.4960863]
STEP 1.0,[ 0.49162408  0.50837592]
SSTR1 0.0,[ 0.50970736  0.49029264]
SSTR2 0.0,[ 0.50936376  0.49063624]
KINESIN 1.0,[ 0.50703311  0.49296689]
GLUTAMATE 0.0,[ 0.50255985  0.49744015]
CDC42 1.0,[ 0.48331638  0.51668362]
CASPASE7 1.0,[ 0.48953285  0.51046715]
CAS 1.0,[ 0.50801335  0.49198665]
EEF1A2 0.0,[ 0.4868476  0.5131524]
EGFR 0.0,[ 0.5015012  0.4984988]
BAX 0.0,[ 0.51699793  0.48300207]
YOTIAO 1.0,[ 0.48421617  0.51578383]
VAMP 0.0,[ 0.49994407  0.50005593]
BAD 0.0,[ 0.50941815  0.49058185]
GEPHYRIN 0.0,[ 0.48875832  0.51124168]
BAK 0.0,[ 0.50113099  0.49886901]
CAD 0.0,[ 0.51372565  0.48627435]
KV41 0.0,[ 0.49936815  0.50063185]
DOC2 0.0,[ 0.49777344  0.50222656]
PDE1B 1.0,[ 0.48767204  0.51232796]
PDE1A 1.0,[ 0.48241243  0.51758757]
FIVEHT1AR 0.0,[ 0.51264537  0.48735463]
PP2A 1.0,[ 0.48946835  0.51053165]
ALPHACATENIN 1.0,[ 0.49655547  0.50344453]
P53 0.0,[ 0.50344199  0.49655801]
GRIP 1.0,[ 0.4881103  0.5118897]
GRIT 1.0,[ 0.48903236  0.51096764]
CLATHRIN 0.0,[ 0.50118863  0.49881137]
CERAMIDE 1.0,[ 0.4766181  0.5233819]
SEC61P 0.0,[ 0.50698718  0.49301282]
EIF1A 0.0,[ 0.50265577  0.49734423]
L1 0.0,[ 0.48914494  0.51085506]
SYNAPSIN 0.0,[ 0.49958756  0.50041244]
IKBB 1.0,[ 0.49586993  0.50413007]
RSK 1.0,[ 0.49932445  0.50067555]
MLK3 1.0,[ 0.4955735  0.5044265]
D3R 0.0,[ 0.50936376  0.49063624]
N41 1.0,[ 0.49212728  0.50787272]
NCK 1.0,[ 0.48151301  0.51848699]
CEK1 1.0,[ 0.49282977  0.50717023]
cADPR 1.0,[ 0.49747288  0.50252712]
EEF2 0.0,[ 0.51180134  0.48819866]
AXIN 1.0,[ 0.4977814  0.5022186]
CAVEOLIN 1.0,[ 0.49702  0.50298]
DYRK 1.0,[ 0.48675785  0.51324215]
AP1 0.0,[ 0.50459366  0.49540634]
IP3 1.0,[ 0.48561257  0.51438743]
ADENOSINE 0.0,[ 0.5093066  0.4906934]
EGF 0.0,[ 0.49450971  0.50549029]
FIVEHT2AR 0.0,[ 0.5135518  0.4864482]
RAC 1.0,[ 0.48004288  0.51995712]
PABP 0.0,[ 0.51449785  0.48550215]
VAV 1.0,[ 0.48898087  0.51101913]
RAL 1.0,[ 0.48521246  0.51478754]
PAXILLIN 1.0,[ 0.48991719  0.51008281]
RAI 1.0,[ 0.49688096  0.50311904]
SURVIVIN 1.0,[ 0.49900024  0.50099976]
BR1R 0.0,[ 0.51732587  0.48267413]
CORTACTIN 1.0,[ 0.49230971  0.50769029]
RAS 1.0,[ 0.50297802  0.49702198]
RB 0.0,[ 0.4994141  0.5005859]
FADD 1.0,[ 0.49261703  0.50738297]
CAMKPASE 1.0,[ 0.49016779  0.50983221]
RASGRF 1.0,[ 0.49230913  0.50769087]
LAMINA 0.0,[ 0.50638163  0.49361837]
INSULIN 0.0,[ 0.50124791  0.49875209]
APS 1.0,[ 0.48998968  0.51001032]
C3G 1.0,[ 0.49030382  0.50969618]
KAR 0.0,[ 0.50486827  0.49513173]
ELK1 0.0,[ 0.50565794  0.49434206]
RHO 1.0,[ 0.48470407  0.51529593]
APC 1.0,[ 0.49644183  0.50355817]
STAT 0.0,[ 0.49736983  0.50263017]
GALPHAO 1.0,[ 0.49154212  0.50845788]
GALPHAI 1.0,[ 0.49157416  0.50842584]
KSR 1.0,[ 0.48800858  0.51199142]
cAMP 1.0,[ 0.49593758  0.50406242]
TBR1 0.0,[ 0.48771493  0.51228507]
CAPRI 1.0,[ 0.49286811  0.50713189]
GRP94 0.0,[ 0.50796013  0.49203987]
GALPHAZ 1.0,[ 0.48139356  0.51860644]
GALPHAQ 1.0,[ 0.48659348  0.51340652]
GALPHAS 1.0,[ 0.48110976  0.51889024]
PKR 1.0,[ 0.50428911  0.49571089]
MITF 0.0,[ 0.50215878  0.49784122]
DAPK 1.0,[ 0.4989962  0.5010038]
cIAP1 1.0,[ 0.48241519  0.51758481]
SAPAP 1.0,[ 0.49916885  0.50083115]
PKB 1.0,[ 0.49648232  0.50351768]
PKC 1.0,[ 0.4860343  0.5139657]
PKA 1.0,[ 0.48727174  0.51272826]
PKG 1.0,[ 0.48217399  0.51782601]
PKD 1.0,[ 0.49752579  0.50247421]
CAIN 1.0,[ 0.49318307  0.50681693]
PKI 1.0,[ 0.48213919  0.51786081]
GSK3 1.0,[ 0.48582642  0.51417358]
PDE5A 1.0,[ 0.48924362  0.51075638]
CLIP170 1.0,[ 0.48853906  0.51146094]
IGF1 0.0,[ 0.50629989  0.49370011]
CSK 1.0,[ 0.49832097  0.50167903]
DLK 1.0,[ 0.48987505  0.51012495]
ABL 1.0,[ 0.49201366  0.50798634]
GAT1 0.0,[ 0.50209111  0.49790889]
SHC 1.0,[ 0.48938965  0.51061035]
EIF4E 0.0,[ 0.51036872  0.48963128]
PMCA 0.0,[ 0.51298134  0.48701866]
EIF4G 0.0,[ 0.51207869  0.48792131]
EIF4A 0.0,[ 0.50613548  0.49386452]
CSP 1.0,[ 0.49512286  0.50487714]
EIF4B 0.0,[ 0.50069241  0.49930759]
CIPP 1.0,[ 0.49926879  0.50073121]
LARG 1.0,[ 0.49072944  0.50927056]
CREM 0.0,[ 0.502123  0.497877]
PAFR 0.0,[ 0.51732587  0.48267413]
RADIXIN 1.0,[ 0.49567078  0.50432922]
CREB 0.0,[ 0.52019659  0.47980341]
FRIZZLED 0.0,[ 0.49783939  0.50216061]
GKAP 1.0,[ 0.49541229  0.50458771]
SYNDECAN 0.0,[ 0.49973074  0.50026926]
CPI17 1.0,[ 0.49583859  0.50416141]
M1R 0.0,[ 0.52318946  0.47681054]
CALBRAIN 1.0,[ 0.48663657  0.51336343]
DGK 1.0,[ 0.49132018  0.50867982]
P1433 1.0,[ 0.49084129  0.50915871]
SEK 1.0,[ 0.4924613  0.5075387]
RALGDS 1.0,[ 0.48460702  0.51539298]
NEURABIN 1.0,[ 0.49509877  0.50490123]
ARFGAP 0.0,[ 0.50004814  0.49995186]
GALPHA12 1.0,[ 0.49349874  0.50650126]
GALPHA13 1.0,[ 0.49823525  0.50176475]
PDI 0.0,[ 0.50796013  0.49203987]
GALPHA11 1.0,[ 0.49073085  0.50926915]
GAB1 1.0,[ 0.48810456  0.51189544]
NEUROLIGIN 0.0,[ 0.50734641  0.49265359]
PYK2 1.0,[ 0.4974602  0.5025398]
ARP23 1.0,[ 0.49153932  0.50846068]
IRS1 1.0,[ 0.4736558  0.5263442]
IRS2 1.0,[ 0.49460779  0.50539221]
PTPA 1.0,[ 0.49215949  0.50784051]
FIBRONECTIN 0.0,[ 0.5039137  0.4960863]
SYNAPTOTAGMIN 0.0,[ 0.50879605  0.49120395]
CDK5 1.0,[ 0.48936405  0.51063595]
RAP2 1.0,[ 0.49707931  0.50292069]
RABGDI 1.0,[ 0.49655443  0.50344557]
THC 0.0,[ 0.51337134  0.48662866]
ARNO 1.0,[ 0.49647038  0.50352962]
ALPHA7NACHR 0.0,[ 0.50155682  0.49844318]
pGC 0.0,[ 0.49869602  0.50130398]
BIM 0.0,[ 0.51073921  0.48926079]
CALMODULIN 1.0,[ 0.48451962  0.51548038]
BIK 1.0,[ 0.49231766  0.50768234]
BID 1.0,[ 0.499343  0.500657]
CAMP 1.0,[ 0.47625735  0.52374265]
FYN 1.0,[ 0.49972551  0.50027449]
MEK3 1.0,[ 0.4868644  0.5131356]
MEK2 1.0,[ 0.48761541  0.51238459]
MEK1 1.0,[ 0.48434206  0.51565794]
MEK7 1.0,[ 0.50081703  0.49918297]
MEK6 1.0,[ 0.48843211  0.51156789]
MEK4 1.0,[ 0.49522039  0.50477961]
ERBB 0.0,[ 0.5072198  0.4927802]
RACK 1.0,[ 0.4835521  0.5164479]
BIP 0.0,[ 0.50728277  0.49271723]
SNAPIN 0.0,[ 0.50215078  0.49784922]
CASPASE6 1.0,[ 0.4938156  0.5061844]
SAP97 1.0,[ 0.48972509  0.51027491]
CASPASE3 1.0,[ 0.47093401  0.52906599]
MLK 1.0,[ 0.49484992  0.50515008]
CASPASE8 1.0,[ 0.49105724  0.50894276]
CASPASE9 1.0,[ 0.49132611  0.50867389]
VASP 1.0,[ 0.4941871  0.5058129]
ICAD 1.0,[ 0.50441182  0.49558818]
DOPR 0.0,[ 0.51045759  0.48954241]
AKAP 1.0,[ 0.49794838  0.50205162]
GLYR 0.0,[ 0.49194653  0.50805347]
NRG 0.0,[ 0.51184395  0.48815605]
PRK2 1.0,[ 0.48540512  0.51459488]
MTOR 1.0,[ 0.49748069  0.50251931]
MUSK 1.0,[ 0.48978109  0.51021891]
NEUROFIBROMIN 1.0,[ 0.48916329  0.51083671]
CITRON 1.0,[ 0.49351574  0.50648426]
PTP1B 1.0,[ 0.50124791  0.49875209]
TUBERIN 1.0,[ 0.49437217  0.50562783]
IQGAP 1.0,[ 0.49798181  0.50201819]
SIVA1 1.0,[ 0.49424167  0.50575833]
PTP1D 1.0,[ 0.49098151  0.50901849]
MALS 1.0,[ 0.4883988  0.5116012]
MGLUR5 0.0,[ 0.50942678  0.49057322]
MGLUR7 0.0,[ 0.51652873  0.48347127]
MGLUR1 0.0,[ 0.51197947  0.48802053]
PAF 0.0,[ 0.51766589  0.48233411]
TAMALIN 1.0,[ 0.49214642  0.50785358]
PAK 1.0,[ 0.48552073  0.51447927]
CALPAIN 1.0,[ 0.48918952  0.51081048]
SMACDIABLO 0.0,[ 0.49579506  0.50420494]
PERK 1.0,[ 0.5015717  0.4984283]
CB2R 0.0,[ 0.5113926  0.4886074]
RIN 1.0,[ 0.4914541  0.5085459]
AP2 0.0,[ 0.48648859  0.51351141]
MARCKS 1.0,[ 0.50110371  0.49889629]
STARGAZIN 1.0,[ 0.4953018  0.5046982]
RIC 1.0,[ 0.4914541  0.5085459]
VRK1 1.0,[ 0.4929097  0.5070903]
TUBULIN 1.0,[ 0.48924919  0.51075081]
MYOSINV 1.0,[ 0.49010299  0.50989701]
PRMT1 1.0,[ 0.4874865  0.5125135]
NAIP 1.0,[ 0.48327884  0.51672116]
P35611 1.0,[ 0.4914541  0.5085459]
MDM2 0.0,[ 0.49531528  0.50468472]
RASGAP 1.0,[ 0.48507484  0.51492516]
NIK 1.0,[ 0.49226399  0.50773601]
SPAL 1.0,[ 0.48811277  0.51188723]
BETA2AR 0.0,[ 0.51359691  0.48640309]
ARFGEF 0.0,[ 0.50004814  0.49995186]
SYK 1.0,[ 0.48535179  0.51464821]
NFKB 0.0,[ 0.51513932  0.48486068]
bARK 1.0,[ 0.49378603  0.50621397]
HOMER 1.0,[ 0.48288871  0.51711129]
MAP1A 1.0,[ 0.48787452  0.51212548]
CARM1 0.0,[ 0.49655547  0.50344453]
dATP 1.0,[ 0.49236326  0.50763674]
CRE 0.0,[ 0.49544645  0.50455355]
SORCIN 1.0,[ 0.49623428  0.50376572]
CRK 1.0,[ 0.49129319  0.50870681]
NMDAR 0.0,[ 0.50703034  0.49296966]
RABPHILIN 0.0,[ 0.50200892  0.49799108]
S6K 1.0,[ 0.49680769  0.50319231]
PLCGAMMA 1.0,[ 0.49308813  0.50691187]
CASKIN 0.0,[ 0.50646921  0.49353079]
TIAM1 1.0,[ 0.49018027  0.50981973]
PA 1.0,[ 0.49285505  0.50714495]
WNT 0.0,[ 0.50647211  0.49352789]
TCF 0.0,[ 0.50489867  0.49510133]
EPHB2 0.0,[ 0.49738151  0.50261849]
DNAPK 0.0,[ 0.5029537  0.4970463]
MAP1B 1.0,[ 0.48374893  0.51625107]
ICA512 0.0,[ 0.50332078  0.49667922]
INHIBITOR2 1.0,[ 0.49325574  0.50674426]
LIMK 1.0,[ 0.48990242  0.51009758]
S60 0.0,[ 0.50278779  0.49721221]
SHPTP2 1.0,[ 0.49236033  0.50763967]
MOR 1.0,[ 0.48975313  0.51024687]
ANP 0.0,[ 0.50176029  0.49823971]
LCK 1.0,[ 0.48265483  0.51734517]
GABA 0.0,[ 0.5080131  0.4919869]
BAG1 1.0,[ 0.48960771  0.51039229]
VINCULIN 1.0,[ 0.48985231  0.51014769]
ILK 1.0,[ 0.48606132  0.51393868]
JAK 1.0,[ 0.50150955  0.49849045]
VDAC2 0.0,[ 0.51255977  0.48744023]
FIVEHT4R 0.0,[ 0.51732588  0.48267412]
RAF1 1.0,[ 0.49994237  0.50005763]
STAT5 0.0,[ 0.50307988  0.49692012]
SYNGAP 1.0,[ 0.49122446  0.50877554]
STAT1 0.0,[ 0.50307988  0.49692012]
PDE3A 1.0,[ 0.49388413  0.50611587]
AMISYN 0.0,[ 0.49295438  0.50704562]
CASK 1.0,[ 0.49337634  0.50662366]
PDE3B 1.0,[ 0.49388413  0.50611587]
P38 1.0,[ 0.46980875  0.53019125]
SPROUTY 1.0,[ 0.48710078  0.51289922]
SAM68 1.0,[ 0.48285811  0.51714189]
MSK1 1.0,[ 0.49256199  0.50743801]
CHLORIDE 1.0,[ 0.49652294  0.50347706]
PCAF 0.0,[ 0.50536301  0.49463699]
FIVEHT1CR 0.0,[ 0.49724973  0.50275027]
SYNTROPHIN 1.0,[ 0.49011967  0.50988033]
SRC 1.0,[ 0.48678521  0.51321479]
cAMPGEFII 1.0,[ 0.49265256  0.50734744]
MUNC13 0.0,[ 0.50270003  0.49729997]
SPINOPHILIN 1.0,[ 0.48434295  0.51565705]
SRE 0.0,[ 0.51016237  0.48983763]
MUNC18 0.0,[ 0.50856016  0.49143984]
MYOSIN 1.0,[ 0.50208325  0.49791675]
NTYPECA 0.0,[ 0.51376551  0.48623449]
CGMP 1.0,[ 0.49316357  0.50683643]
D1R 0.0,[ 0.5101445  0.4898555]
PLD 1.0,[ 0.49634391  0.50365609]
ERBIN 1.0,[ 0.49704575  0.50295425]
PDE4A 1.0,[ 0.48792721  0.51207279]
PDE4B 1.0,[ 0.48792721  0.51207279]
PDE4C 1.0,[ 0.48792721  0.51207279]
PDE4D 1.0,[ 0.48609296  0.51390704]
MKP1 1.0,[ 0.47846975  0.52153025]
EIF2 0.0,[ 0.50577936  0.49422064]
EIF3 0.0,[ 0.50906934  0.49093066]
CHAPSYN110 1.0,[ 0.49547459  0.50452541]
EIF5 0.0,[ 0.5015717  0.4984283]
KIR21 0.0,[ 0.51055581  0.48944419]
CALCIUM 1.0,[ 0.47844529  0.52155471]
KIR23 0.0,[ 0.50217055  0.49782945]
MOPR 0.0,[ 0.50877222  0.49122778]
PIN1 0.0,[ 0.49902068  0.50097932]
RASGRP 1.0,[ 0.48161439  0.51838561]
SYNAPTOBREVIN 0.0,[ 0.49492617  0.50507383]
RAP1GAP 1.0,[ 0.49437217  0.50562783]
I1 1.0,[ 0.49167982  0.50832018]
FAS 0.0,[ 0.51117784  0.48882216]
NHERF 1.0,[ 0.49394332  0.50605668]
GBETAGAMMA 1.0,[ 0.48248406  0.51751594]
RGS4 1.0,[ 0.49039252  0.50960748]
FAK 1.0,[ 0.48783728  0.51216272]
SOS 1.0,[ 0.49340288  0.50659712]
RGS2 1.0,[ 0.50085364  0.49914636]
ROCK 1.0,[ 0.4896318  0.5103682]
MBP 1.0,[ 0.491598  0.508402]
VILIP 1.0,[ 0.48978109  0.51021891]
cGMP 1.0,[ 0.48974721  0.51025279]
DCP1 0.0,[ 0.51449785  0.48550215]
CALCINEURIN 1.0,[ 0.49248124  0.50751876]
IR 0.0,[ 0.50473436  0.49526564]
PP1 1.0,[ 0.48829591  0.51170409]
DAG 1.0,[ 0.48310514  0.51689486]
PP5 1.0,[ 0.48675785  0.51324215]
DNAJ 0.0,[ 0.50796013  0.49203987]
NFAT 0.0,[ 0.49315245  0.50684755]
TALIN 1.0,[ 0.49142124  0.50857876]
CB1R 0.0,[ 0.51345462  0.48654538]
RHOGEF 1.0,[ 0.49260564  0.50739436]
MAPK 1.0,[ 0.46492706  0.53507294]
RAP1 1.0,[ 0.49254064  0.50745936]
PDK1 1.0,[ 0.47712947  0.52287053]
ARF 0.0,[ 0.50221512  0.49778488]
DARPP32 1.0,[ 0.48995567  0.51004433]
SYNAPTOPHYSIN 0.0,[ 0.5026366  0.4973634]
BCL2 0.0,[ 0.51066989  0.48933011]
RAB3 0.0,[ 0.50256341  0.49743659]
NRCAM 0.0,[ 0.49699952  0.50300048]
ENDOPHILIN 0.0,[ 0.49762566  0.50237434]
REELIN 0.0,[ 0.5039137  0.4960863]
MEF2 0.0,[ 0.49486741  0.50513259]
PARP 1.0,[ 0.4994141  0.5005859]
BDNF 0.0,[ 0.50780679  0.49219321]
DRE 0.0,[ 0.50255689  0.49744311]
GIRK 0.0,[ 0.49014788  0.50985212]
GLYCINE 0.0,[ 0.49938099  0.50061901]
SODIUM 1.0,[ 0.49557478  0.50442522]
FLIP 1.0,[ 0.4900259  0.5099741]
SEROTONIN 0.0,[ 0.5159639  0.4840361]
LYN 1.0,[ 0.48705208  0.51294792]
SIAH 1.0,[ 0.48833202  0.51166798]
SEC63P 0.0,[ 0.50490528  0.49509472]
AMPHIPHYSIN 1.0,[ 0.49762566  0.50237434]
NT4 0.0,[ 0.50780679  0.49219321]
MEKK1 1.0,[ 0.49637137  0.50362863]
MEKK3 1.0,[ 0.498521  0.501479]
MEKK2 1.0,[ 0.49584137  0.50415863]
MEKK4 1.0,[ 0.49327505  0.50672495]
IP6K2 1.0,[ 0.50510993  0.49489007]
SRPR 0.0,[ 0.5073698  0.4926302]
FORKHEAD 0.0,[ 0.49738041  0.50261959]
AKAP15 1.0,[ 0.48265097  0.51734903]
PAR2 0.0,[ 0.51561334  0.48438666]
PAR1 1.0,[ 0.49789396  0.50210604]
PIP5K 1.0,[ 0.48502584  0.51497416]
ARH2 1.0,[ 0.48533236  0.51466764]
PDGF 0.0,[ 0.50688182  0.49311818]
MP1 1.0,[ 0.48576523  0.51423477]
TRYPSIN 0.0,[ 0.50521083  0.49478917]
MAPKAPK2 1.0,[ 0.49334069  0.50665931]
DYNAMIN 0.0,[ 0.4841642  0.5158358]
ALPHA1AR 0.0,[ 0.5135518  0.4864482]
GRB2 1.0,[ 0.48612735  0.51387265]
YES 1.0,[ 0.4933197  0.5066803]
BCLXL 0.0,[ 0.50949754  0.49050246]
CRMP2 1.0,[ 0.48789813  0.51210187]
BAP31 0.0,[ 0.49711505  0.50288495]
TRKB 0.0,[ 0.50262029  0.49737971]
TRKA 0.0,[ 0.50521829  0.49478171]
PROFILIN 1.0,[ 0.49382561  0.50617439]
LTYPECA 0.0,[ 0.50297974  0.49702026]
TRE 0.0,[ 0.50719753  0.49280247]
GABABR 0.0,[ 0.50572672  0.49427328]
ACTIN 1.0,[ 0.48287165  0.51712835]
CAMPGEFII 1.0,[ 0.49393124  0.50606876]
AMPAR 0.0,[ 0.51103714  0.48896286]
IP3R 0.0,[ 0.51390526  0.48609474]
MYOSINPPASE 1.0,[ 0.49597196  0.50402804]
HIPPOCALCIN 1.0,[ 0.49493448  0.50506552]
bRAF 1.0,[ 0.49005871  0.50994129]
LRP 0.0,[ 0.50101212  0.49898788]
TFIIB 0.0,[ 0.50349841  0.49650159]
TFIID 0.0,[ 0.50349841  0.49650159]
KIR41 0.0,[ 0.50391539  0.49608461]
PRESENILIN 0.0,[ 0.510856  0.489144]
KV11 0.0,[ 0.49925583  0.50074417]
KV12 0.0,[ 0.5031195  0.4968805]
ACH 0.0,[ 0.51764798  0.48235202]
KV14 0.0,[ 0.50004814  0.49995186]
NGF 0.0,[ 0.505972  0.494028]
NAKED 1.0,[ 0.50447068  0.49552932]
CHOLESTEROL 0.0,[ 0.49901044  0.50098956]
KOPR 0.0,[ 0.51045759  0.48954241]
EZRIN 1.0,[ 0.48987505  0.51012495]
ALPHA2AR 0.0,[ 0.5113926  0.4886074]
NO 1.0,[ 0.48803025  0.51196975]
D2R 0.0,[ 0.51551245  0.48448755]
REPS1 1.0,[ 0.48826538  0.51173462]
NE 0.0,[ 0.50180532  0.49819468]
NCADHERIN 0.0,[ 0.49815978  0.50184022]
FASL 0.0,[ 0.50885418  0.49114582]
GRAB 1.0,[ 0.49913855  0.50086145]
SHP1 1.0,[ 0.4893763  0.5106237]
APAF1 1.0,[ 0.49321757  0.50678243]
cIAP2 1.0,[ 0.48241519  0.51758481]
PDE1C 1.0,[ 0.48767204  0.51232796]
SAP102 1.0,[ 0.49603293  0.50396707]
PIP3 1.0,[ 0.47602487  0.52397513]
PIP2 1.0,[ 0.46429372  0.53570628]
INTEGRIN 0.0,[ 0.50253843  0.49746157]
COLLAGEN 0.0,[ 0.5039137  0.4960863]
FER 1.0,[ 0.49655547  0.50344453]
CYTOCHROMEC 0.0,[ 0.50097151  0.49902849]
ZAP70 1.0,[ 0.48604014  0.51395986]
MINT 0.0,[ 0.50937713  0.49062287]
LEF 0.0,[ 0.51071525  0.48928475]
FRAT2 1.0,[ 0.49250882  0.50749118]
RIN1 1.0,[ 0.49869018  0.50130982]
PICK1 1.0,[ 0.48809054  0.51190946]
PDZGEF 1.0,[ 0.49137315  0.50862685]
DENSIN 1.0,[ 0.482012  0.517988]
AC2 1.0,[ 0.48856473  0.51143527]
AC1 1.0,[ 0.49002182  0.50997818]
AC5 0.0,[ 0.50336782  0.49663218]
FOUREBP1 0.0,[ 0.49907401  0.50092599]
GABAAR 0.0,[ 0.50399752  0.49600248]
MLCK 1.0,[ 0.49473935  0.50526065]
PLCBETA 1.0,[ 0.48480143  0.51519857]
NCS1 1.0,[ 0.4933197  0.5066803]
SRF 0.0,[ 0.51220205  0.48779795]
ALPHAACTININ 1.0,[ 0.49304081  0.50695919]
SRP54 0.0,[ 0.50758863  0.49241137]
PLA2 1.0,[ 0.50017194  0.49982806]
PICCOLO 1.0,[ 0.48692752  0.51307248]
DAP 1.0,[ 0.49316417  0.50683583]
DISHEVELED 0.0,[ 0.50073212  0.49926788]
SYNTAPHILIN 0.0,[ 0.49473013  0.50526987]
AA 1.0,[ 0.48621571  0.51378429]
VITRONECTIN 0.0,[ 0.5039137  0.4960863]
BRADYKININ 0.0,[ 0.51766589  0.48233411]
A1R 0.0,[ 0.51075786  0.48924214]
RTYPECA 0.0,[ 0.50872646  0.49127354]
FKBP 1.0,[ 0.49671779  0.50328221]
PDGFR 0.0,[ 0.49956837  0.50043163]
A2AR 0.0,[ 0.51117228  0.48882772]
BETACATENIN 1.0,[ 0.49544479  0.50455521]
PKN 1.0,[ 0.49789001  0.50210999]
PDE2A 1.0,[ 0.49941842  0.50058158]
FASCIN 0.0,[ 0.49132966  0.50867034]
GDNF 0.0,[ 0.49368258  0.50631742]
CALNEXIN 0.0,[ 0.5087377  0.4912623]
ATF1 0.0,[ 0.49334646  0.50665354]
ATF2 0.0,[ 0.50425738  0.49574262]
