FIBRINOGEN,60.5555555556,73.1377864204
STEP,77.8571428571,77.1666629935
SSTR1,68.125,66.397359699
SSTR2,68.125,68.537284561
KINESIN,60.5555555556,73.1332286707
GLUTAMATE,68.125,80.5410415565
CDC42,68.125,73.6672204919
CAS,77.8571428571,83.2490730475
EEF1A2,60.5555555556,65.8940413949
EGFR,77.8571428571,76.905189443
BAX,68.125,77.6022510949
YOTIAO,68.125,77.8739967833
MITF,68.125,78.6375188762
BAD,77.8571428571,78.8912969515
VAMP,68.125,78.0071110541
BAK,68.125,77.9990985525
CAD,60.5555555556,76.8550021666
KV41,60.5555555556,71.4844367073
PDE1C,68.125,80.0006835908
PDE1B,68.125,80.0006835908
PDE1A,68.125,80.0006835908
FIVEHT1AR,68.125,69.4702049443
PP2A,77.8571428571,79.1498191884
ALPHACATENIN,60.5555555556,76.1476797795
P53,77.8571428571,84.0568320864
GRIP,60.5555555556,76.7363612364
GRIT,68.125,77.7438703372
CLATHRIN,68.125,77.8177960045
ABL,68.125,75.22040531
SEC61P,60.5555555556,77.9089370299
SYNAPTOBREVIN,60.5555555556,72.3741990723
CPI17,68.125,78.5182104674
TUBULIN,77.8571428571,87.044206456
SYNAPSIN,77.8571428571,76.754578405
IKBB,60.5555555556,75.4425625686
RSK,68.125,74.5158330491
MLK3,60.5555555556,68.4740195843
D3R,68.125,68.1917104566
N41,68.125,74.937369683
NCK,68.125,78.2439095074
CEK1,68.125,76.0664799698
cADPR,68.125,76.9016214068
EEF2,60.5555555556,78.7275345185
AXIN,68.125,80.1910803955
CAVEOLIN,60.5555555556,73.2228123396
DYRK,68.125,76.0220979387
AP1,68.125,70.2574506725
IP3,77.8571428571,87.1999812769
ADENOSINE,60.5555555556,66.0859896248
EGF,68.125,76.3944328796
FIVEHT2AR,68.125,66.1823947512
RAC,60.5555555556,70.1539752752
PABP,68.125,83.5066426998
VAV,68.125,75.2154197954
RAL,60.5555555556,73.6675883971
PAXILLIN,68.125,80.3888013034
RAI,60.5555555556,72.4631877594
SURVIVIN,54.5,74.7947190649
BR1R,68.125,65.6742672209
CORTACTIN,77.8571428571,77.4217181996
RAS,77.8571428571,85.6077909863
RB,68.125,78.3923425789
FADD,60.5555555556,81.8224515659
CAMKPASE,68.125,81.4745934326
ROCK,68.125,74.0412680537
LAMINA,54.5,79.0585226272
INSULIN,60.5555555556,73.0465773951
APS,68.125,74.9173502935
C3G,68.125,76.9942165036
KAR,68.125,73.7706538876
ELK1,68.125,71.6038363148
RHO,77.8571428571,79.6948260938
APC,68.125,81.8480871798
STAT,68.125,70.7609311343
GALPHAO,60.5555555556,70.5031301293
GALPHAI,60.5555555556,68.0001815539
KSR,68.125,82.4703545221
cAMP,60.5555555556,70.1840613611
TBR1,68.125,81.0577533306
CAPRI,68.125,79.2550274431
GRP94,54.5,74.0246580539
GALPHAZ,68.125,80.8291987774
GALPHAQ,68.125,78.775690254
GALPHAS,60.5555555556,74.619197874
PKR,68.125,75.8591416706
DAPK,68.125,75.4526962739
cIAP1,68.125,78.2918218909
PQCaCh,68.125,75.16720944
PKB,77.8571428571,88.5605984162
PKC,77.8571428571,83.6411186839
PKA,77.8571428571,77.2684163372
PKG,68.125,80.1832861325
PKD,60.5555555556,82.0082802203
CAIN,68.125,78.5054735353
PKI,68.125,76.6492620643
GSK3,77.8571428571,80.4743589535
PDE5A,68.125,74.5929579451
CLIP170,60.5555555556,73.9475957255
IGF1,60.5555555556,69.4679960063
CSK,68.125,77.5877527384
DLK,60.5555555556,73.1332286707
CERAMIDE,77.8571428571,83.1460480487
GAT1,68.125,73.0230057927
SHC,77.8571428571,73.4835813954
EIF4E,77.8571428571,86.5834503676
PMCA,77.8571428571,81.0192720837
EIF4G,68.125,76.4794702845
EIF4A,68.125,83.5066426998
CSP,68.125,73.3764906152
EIF4B,60.5555555556,82.0827646154
CIPP,68.125,75.2685815929
dATP,54.5,77.7537780433
LARG,68.125,80.0803307623
CREM,68.125,74.9923954478
DGK,68.125,82.1377463472
RADIXIN,68.125,81.3102661107
CREB,77.8571428571,75.8069513801
FRIZZLED,60.5555555556,75.4175209692
GKAP,68.125,76.1371090533
SYNDECAN,54.5,74.5603782179
L1,60.5555555556,75.7512172416
M1R,68.125,65.6742672209
CALBRAIN,68.125,82.5900077189
PAFR,68.125,65.6742672209
P1433,68.125,83.9827921362
SEK,54.5,74.614006728
RALGDS,68.125,78.1287999076
NEURABIN,68.125,79.9021862967
ARFGAP,60.5555555556,85.6350280241
GALPHA12,60.5555555556,75.7878781147
GALPHA13,60.5555555556,70.6149356426
PDI,54.5,74.0246580539
GALPHA11,68.125,79.1919148335
CALPAIN,68.125,77.000710224
NEUROLIGIN,60.5555555556,70.9007304634
SPAL,60.5555555556,70.2552664868
RHOGEF,68.125,77.1158827674
IRS1,77.8571428571,75.2508729355
IRS2,68.125,73.4735283963
PTPA,68.125,76.6900213522
FIBRONECTIN,60.5555555556,73.1377864204
SYNAPTOTAGMIN,68.125,79.6138139709
CDK5,68.125,82.5551898732
MAPK,77.8571428571,83.7588862176
RABGDI,68.125,80.8013575072
ARNO,68.125,83.7144514107
ALPHA7NACHR,60.5555555556,78.5353580824
pGC,60.5555555556,77.7175957641
BIM,68.125,76.4467747848
CALMODULIN,77.8571428571,81.5307629433
BIK,68.125,80.8663055605
BID,68.125,77.869181163
CAMP,68.125,77.9750561077
FYN,77.8571428571,77.5507733616
MEK3,60.5555555556,69.7218459485
MEK2,68.125,82.358116631
MEK1,68.125,77.6634365387
MEK7,60.5555555556,70.3406174919
MEK6,60.5555555556,69.7728236033
MEK4,60.5555555556,71.6490072989
ERBB,68.125,71.8652167255
RACK,68.125,78.5436781352
BIP,54.5,75.3833536001
SNAPIN,68.125,76.4271507712
CASPASE6,60.5555555556,81.1063925568
SAP97,68.125,78.019929345
CASPASE3,77.8571428571,79.1859088681
MLK,60.5555555556,71.7791537536
CASPASE8,68.125,83.9798152832
CASPASE9,68.125,83.0488372887
VASP,68.125,81.2533653149
ICAD,68.125,78.2918218909
DOPR,68.125,66.397359699
AKAP,77.8571428571,79.0342214693
GLYR,68.125,76.7665902265
NRG,60.5555555556,71.0463246545
PRK2,60.5555555556,80.5441371218
MTOR,60.5555555556,78.6088927838
BCL2,77.8571428571,82.4195340428
MUSK,68.125,78.5786827008
NEUROFIBROMIN,68.125,84.0928616174
CITRON,68.125,78.8549895378
PTP1B,60.5555555556,73.0465773951
TUBERIN,60.5555555556,74.0136790827
IQGAP,68.125,75.0840154427
SIVA1,60.5555555556,77.6060007862
PTP1D,68.125,76.4598546624
MALS,68.125,72.2901056508
MGLUR5,77.8571428571,72.2642542962
MGLUR7,68.125,77.2405940876
MGLUR1,68.125,74.2991209571
PAF,60.5555555556,65.5084576577
TAMALIN,68.125,74.4805973056
PAK,68.125,76.7242424205
SMACDIABLO,60.5555555556,76.4825486429
M4R,68.125,66.1049118826
CB2R,68.125,66.397359699
RIN,68.125,80.4400980544
AP2,60.5555555556,75.1769928031
RIM,77.8571428571,78.6682520306
STARGAZIN,60.5555555556,70.3153391059
RIC,68.125,80.4400980544
VRK1,54.5,64.7120545185
GEPHYRIN,68.125,81.956448038
MYOSINV,68.125,78.0071110541
PRMT1,68.125,81.5528011475
NAIP,68.125,77.9237407662
P35611,68.125,80.4400980544
MDM2,68.125,82.7306435065
PDE4C,54.5,69.0061591454
RASGAP,77.8571428571,81.6130741827
NIK,60.5555555556,78.1709112012
PYK2,68.125,71.7590368873
BETA2AR,68.125,72.7709377087
ARFGEF,60.5555555556,85.6350280241
SYK,77.8571428571,79.8935516286
NFKB,68.125,76.7340170654
bARK,77.8571428571,83.7520636359
HOMER,77.8571428571,82.4074001036
MAP1A,68.125,80.2658668115
CARM1,60.5555555556,76.1476797795
GAB1,68.125,74.8004637352
CRE,68.125,73.6960607835
SORCIN,77.8571428571,84.0160334552
CRK,68.125,74.2974385494
NMDAR,77.8571428571,77.0184181524
ENDOPHILIN,77.8571428571,83.0256906392
RABPHILIN,77.8571428571,82.357111882
S6K,68.125,80.935834925
PLCGAMMA,90.8333333333,82.900375284
CASKIN,68.125,81.0577533306
TIAM1,68.125,78.2934184654
PA,68.125,83.0217403756
WNT,54.5,73.812261854
TCF,68.125,74.9273606568
EPHB2,68.125,80.2829955532
DNAPK,68.125,78.3923425789
MAP1B,68.125,85.3704244748
ICA512,60.5555555556,73.8799493339
INHIBITOR2,68.125,80.737905441
LIMK,68.125,75.7288543093
S60,60.5555555556,79.2634301429
SHPTP2,68.125,75.9167924441
MOR,68.125,83.1586398097
ANP,54.5,75.9318773639
LCK,77.8571428571,79.8524148869
GABA,60.5555555556,66.3527795802
BAG1,68.125,75.7387574165
VINCULIN,68.125,77.5732516722
ILK,68.125,84.0943480562
VDAC2,60.5555555556,76.5899777475
FIVEHT4R,68.125,66.3182431538
RAF1,77.8571428571,77.051798109
STAT5,68.125,72.9185118814
SYNGAP,68.125,74.6700031807
STAT1,68.125,72.9185118814
PDE3A,68.125,74.0412680537
AMISYN,60.5555555556,73.2228123396
CASK,77.8571428571,82.1834682219
PDE3B,68.125,74.0412680537
P38,68.125,71.8773912646
SPROUTY,68.125,75.3100881357
SAM68,77.8571428571,82.7378451521
MSK1,68.125,73.4020393109
CHLORIDE,68.125,81.7946170295
PLCBETA,77.8571428571,82.5511591533
FIVEHT1CR,54.5,67.0167889413
SYNTROPHIN,60.5555555556,71.0463246545
SRC,77.8571428571,79.4074997743
cAMPGEFII,68.125,76.8691054651
MUNC13,68.125,75.7040908736
SPINOPHILIN,68.125,73.0692094866
SRE,60.5555555556,70.7925154724
ARH2,68.125,79.4487846037
MUNC18,68.125,79.5132654027
MYOSIN,60.5555555556,75.6939908243
NTYPECA,68.125,76.903246843
CGMP,60.5555555556,78.2149617843
D1R,68.125,71.934757767
PLD,68.125,70.6902353582
ERBIN,68.125,76.3224041485
PDE4A,54.5,69.0061591454
PDE4B,54.5,69.0061591454
RHEB,68.125,76.5154191977
PDE4D,68.125,74.4789189973
MKP1,68.125,76.7405328037
EIF2,60.5555555556,73.6540126554
EIF3,68.125,81.6921622617
CHAPSYN110,68.125,71.9382330545
MKP5,60.5555555556,69.2067933581
MAP2,77.8571428571,80.3464437322
CALCIUM,77.8571428571,82.0077149183
KIR23,68.125,73.5126477213
MOPR,68.125,66.397359699
PIN1,60.5555555556,69.6038171225
ALPHA1AR,68.125,66.3314357978
RASGRP,68.125,77.7133153005
EIF1A,60.5555555556,80.9459505694
RAP1GAP,60.5555555556,74.0136790827
I1,68.125,76.2814484328
FAS,54.5,79.7135496638
NHERF,68.125,80.5456974332
GBETAGAMMA,77.8571428571,66.7049549914
RGS4,60.5555555556,77.2788761005
FAK,68.125,80.8523925125
SOS,68.125,75.1555678243
RGS2,68.125,69.3693691409
RASGRF,68.125,76.0796252291
MBP,68.125,82.2989026355
VILIP,68.125,80.8771251653
cGMP,60.5555555556,71.1400982586
DCP1,68.125,83.5066426998
CALCINEURIN,77.8571428571,79.4866180497
IR,68.125,74.081774918
PP1,77.8571428571,79.8846106607
SRP54,54.5,75.3793738366
PP5,68.125,77.2438306598
DNAJ,54.5,74.0246580539
NFAT,68.125,79.4472112475
TALIN,68.125,77.2422123906
CB1R,68.125,66.2579004723
ARP23,68.125,81.8343410495
RAP2,68.125,82.6278365625
RAP1,68.125,75.1638834481
PDK1,77.8571428571,84.4772641796
ARF,68.125,87.9508918374
DARPP32,68.125,76.2814484328
SYNAPTOPHYSIN,68.125,79.3117858518
JAK,60.5555555556,84.6602505589
RAB3,77.8571428571,81.8839397674
NRCAM,60.5555555556,78.2589875721
SPECTRIN,68.125,75.0107283993
REELIN,60.5555555556,73.1377864204
MEF2,77.8571428571,74.9102864793
PARP,68.125,78.3923425789
BDNF,60.5555555556,76.9431407832
DRE,60.5555555556,78.4178425149
GIRK,68.125,75.7371069886
GLYCINE,68.125,75.6198345343
SODIUM,68.125,82.6217851114
FLIP,60.5555555556,82.0123447498
SEROTONIN,60.5555555556,68.0018155168
LYN,77.8571428571,79.2472236042
SIAH,60.5555555556,74.0572017822
SEC63P,54.5,76.1002628116
AMPHIPHYSIN,77.8571428571,83.0256906392
NT4,60.5555555556,76.9431407832
MEKK1,60.5555555556,76.2876298566
MEKK3,54.5,68.5904512305
MEKK2,54.5,70.3551703857
MEKK4,60.5555555556,75.0453360918
IP6K2,60.5555555556,79.0711509565
SRPR,54.5,76.0936922484
FORKHEAD,68.125,90.4923166628
AKAP15,68.125,78.5898172475
PAR2,68.125,67.5581925084
PAR1,60.5555555556,77.8961004745
PIP5K,68.125,83.9113185154
CASPASE7,68.125,73.4769309035
PDGF,68.125,84.953571879
MP1,68.125,81.7273477791
TRYPSIN,60.5555555556,67.1914530132
MAPKAPK2,68.125,78.0167249697
DYNAMIN,90.8333333333,82.8722242706
THC,60.5555555556,66.0288003006
GRB2,77.8571428571,76.201665845
YES,60.5555555556,71.7791537536
BCLXL,68.125,79.1271721661
CRMP2,68.125,83.14360694
BAP31,68.125,78.6152617181
TRKB,68.125,78.395531601
TRKA,77.8571428571,80.3944357908
PROFILIN,77.8571428571,82.3952643775
LTYPECA,77.8571428571,79.5512926562
TRE,54.5,64.7120545185
GABABR,68.125,67.0604904172
ACTIN,77.8571428571,80.8939845396
CAMPGEFII,68.125,79.103472585
AMPAR,68.125,77.4006419547
IP3R,77.8571428571,76.8475830486
MYOSINPPASE,60.5555555556,76.9402525934
HIPPOCALCIN,77.8571428571,84.9242159162
bRAF,68.125,73.6587359042
LRP,54.5,73.812261854
TFIIB,68.125,75.411268223
TFIID,68.125,75.411268223
KIR41,68.125,83.7487873047
PRESENILIN,68.125,78.8755942925
KV11,68.125,68.1697100991
KV12,68.125,76.3895239873
ACH,60.5555555556,65.1547066793
KV14,49.5454545455,68.7053837197
NGF,68.125,79.4770996892
NAKED,54.5,73.81361663
CHOLESTEROL,60.5555555556,77.7776190475
KOPR,68.125,66.397359699
EZRIN,54.5,74.121859124
ALPHA2AR,68.125,66.397359699
NO,68.125,75.5784980997
D2R,68.125,72.0215896451
REPS1,68.125,74.0868367188
NE,60.5555555556,70.0985197357
NCADHERIN,60.5555555556,72.7600487311
FASL,49.5454545455,77.600800882
GRAB,68.125,80.7363572067
SHP1,68.125,79.4299022724
APAF1,60.5555555556,79.6954078018
cIAP2,68.125,78.2918218909
SAP102,68.125,79.4865358095
PIP3,77.8571428571,84.3300125721
PIP2,77.8571428571,89.6141388261
INTEGRIN,68.125,74.1913699496
COLLAGEN,60.5555555556,73.1377864204
FER,60.5555555556,76.1476797795
CYTOCHROMEC,60.5555555556,74.0286898005
ZAP70,68.125,81.4316239246
MINT,68.125,83.5829490686
LEF,60.5555555556,76.1476797795
FRAT2,68.125,79.536842878
RIN1,68.125,80.7208732299
PICK1,68.125,83.7413241775
PDZGEF,60.5555555556,73.136267202
DENSIN,68.125,79.3842514294
AC2,68.125,77.3473294626
AC1,68.125,73.6638267741
AC5,68.125,77.4829618368
FOUREBP1,68.125,84.9785818604
GABAAR,77.8571428571,83.0067614654
MLCK,68.125,77.4797352538
PCAF,68.125,72.9185118814
NCS1,68.125,80.8771251653
SRF,68.125,72.4214013604
ALPHAACTININ,77.8571428571,70.3997333019
DAG,77.8571428571,89.0801061187
PLA2,68.125,79.3889751477
PICCOLO,68.125,81.6370588336
DAP,60.5555555556,71.7791537536
DISHEVELED,68.125,79.4424909919
SYNTAPHILIN,60.5555555556,71.5838453394
AA,68.125,83.1075169585
VITRONECTIN,60.5555555556,73.1377864204
BRADYKININ,60.5555555556,65.5084576577
A1R,68.125,66.5402838512
RTYPECA,68.125,79.4865358095
FKBP,77.8571428571,77.3016883413
PDGFR,77.8571428571,86.5537464262
A2AR,68.125,66.6116309288
BETACATENIN,68.125,77.5265075635
PKN,60.5555555556,77.0542537742
PDE2A,54.5,69.2029623643
FASCIN,68.125,79.5085490686
GDNF,60.5555555556,72.4631877594
CALNEXIN,68.125,79.5038324548
ATF1,68.125,75.3034486262
ATF2,60.5555555556,65.4779201311
