89547,0,46,73,5
31349,0,22,1,9
232860,0,0,0,0
1108597,0,22,0,0
43186,0,6,3,0
107251,0,29,3,7
66982,0,21,2,1
107252,0,30,1,5
562067,0,6,8,2
66986,0,6,1,0
1112911,0,209,4,2
119686,0,12,3,3
711994,0,0,0,0
1110628,0,0,0,0
6220,0,144,17,11
280876,0,7,2,1
521183,0,10,2,1
1124837,0,0,0,0
219446,0,8,7,3
650807,0,2,1,0
696345,0,55,8,13
696346,0,62,2,8
28387,0,73,9,1
67292,0,42,0,1
696342,0,35,0,3
277263,0,29,2,1
173884,0,27,4,2
1102850,0,10,0,0
1136342,0,6,0,0
1119471,0,14,5,1
653441,0,37,17,4
273152,0,201,2,4
126868,0,0,0,1
126867,0,0,0,1
77112,0,1,0,0
1110998,0,88,3,3
1126350,0,8,1,0
308003,0,17,1,0
647413,0,28,2,1
69418,0,39,0,1
310530,0,21,4,2
566488,0,22,0,0
1103038,0,12,5,1
35335,0,4,3,0
606647,0,23,1,0
1103031,0,12,1,5
595063,0,11,3,0
1128982,0,15,1,0
74821,0,4,3,0
1113534,0,6,0,0
189566,0,14,9,1
250566,0,1,0,0
646357,0,12,0,3
576725,0,182,1,2
409255,0,6,0,1
77758,0,138,43,2
6782,0,7,1,0
6784,0,18,23,5
1106298,0,12,1,0
631052,0,69,9,1
27174,0,76,12,9
1118658,0,8,0,3
180373,0,39,9,1
561789,0,5,2,1
1154520,0,6,0,0
1154525,0,10,1,2
1154524,0,6,0,3
46491,0,24,59,7
1153065,0,181,0,1
1153064,0,19,0,1
16485,0,21,28,0
683294,0,0,0,1
55801,0,5,1,0
1112106,0,2,0,1
20534,0,97,35,10
1152259,0,4,1,0
14430,0,6,11,10
235776,0,21,4,2
1152490,0,19,2,1
315266,0,15,1,2
191216,0,1,0,0
1105887,0,13,1,0
95198,0,3,0,0
671269,0,19,12,3
141596,0,4,0,0
682815,0,46,9,1
1153014,0,4,1,0
1113742,0,12,0,1
686559,0,18,0,0
149139,0,1,0,0
1109566,0,2,0,0
1110209,0,13,0,3
763181,0,7,3,3
1120786,0,1,0,0
293271,0,78,1,0
1131330,0,0,0,0
578365,0,7,1,0
1131359,0,5,0,1
48555,0,10,2,1
1129994,0,17,8,2
1131421,0,3,0,1
48550,0,114,13,2
63477,0,54,2,1
1128198,0,24,0,1
1114992,0,5,0,1
575077,0,204,40,5
13193,0,97,7,3
1114629,0,12,1,0
13195,0,11,3,0
37541,0,15,5,1
1116842,0,29,1,0
6216,0,18,15,0
6215,0,137,6,4
6214,0,193,463,33
6213,0,235,2908,95
948299,0,169,3,0
1138619,0,0,0,0
2698,0,20,8,7
1112723,0,11,2,1
2696,0,21,119,17
2695,0,27,8,7
1152075,0,29,1,0
42156,0,3,6,0
6818,0,32,43,2
1128997,0,21,3,0
1128990,0,8,0,1
1111265,0,2,0,0
1118332,0,44,1,0
59626,0,22,10,0
6814,0,20,32,4
1130600,0,131,2,4
735311,0,2,0,0
14090,0,4,1,0
1109185,0,3,0,0
123556,0,7,2,1
1131734,0,4,0,0
3232,0,19,21,0
3233,0,39,63,3
3231,0,102,603,27
3236,0,21,9,1
3237,0,46,9,1
3235,0,8,1,0
634902,0,175,0,3
5194,0,8,6,4
175256,0,9,3,0
634904,0,175,0,3
36162,0,17,21,0
36167,0,39,6,0
264347,0,4,1,0
13269,0,20,2,1
83461,0,9,1,0
300806,0,20,9,1
321004,0,0,0,0
15670,0,167,1,0
583318,0,4,1,0
157805,0,55,2,1
1131647,0,137,1,0
259126,0,53,0,1
27543,0,9,3,0
1125492,0,24,1,0
18532,0,2,0,0
1105672,0,19,6,0
1120197,0,17,0,1
387795,0,180,3,3
159897,0,18,7,3
1115375,0,44,1,2
1125906,0,1,0,0
596075,0,4,0,0
1125909,0,5,0,1
132806,0,199,7,3
149669,0,65,8,2
114308,0,32,1,0
1116594,0,76,1,0
11337,0,1,0,0
229635,0,193,2,1
815073,0,8,0,0
206259,0,21,3,0
44455,0,25,12,3
574009,0,166,0,1
27606,0,20,3,3
47682,0,4,3,0
47683,0,2,0,0
643069,0,17,6,0
47684,0,6,3,0
28350,0,131,76,15
1108167,0,57,6,4
252715,0,10,0,1
94953,0,43,0,0
1108169,0,20,2,1
1140040,0,49,2,1
212777,0,43,3,0
131042,0,78,5,1
1134865,0,4,4,2
987197,0,3,0,0
1112929,0,47,1,0
178718,0,5,1,0
216878,0,4,2,1
1107136,0,1,0,0
368657,0,0,0,0
1123068,0,17,10,0
216877,0,3,0,1
221302,0,13,2,4
1153853,0,188,5,1
1105450,0,23,6,0
628459,0,0,0,0
1103737,0,62,6,0
574710,0,29,1,2
129558,0,11,1,0
1122460,0,43,1,0
35922,0,103,112,8
1385,0,103,5,1
644363,0,4,0,0
28227,0,134,6,4
73712,0,2,0,1
606479,0,8,2,1
1105698,0,11,0,0
562940,0,4,1,0
262121,0,4,0,0
65074,0,15,50,16
3828,0,31,24,4
77108,0,1,1,0
519353,0,13,4,2
72406,0,4,0,0
1152673,0,81,3,3
187260,0,0,0,0
1152676,0,19,1,0
642681,0,16,19,2
647408,0,182,2,1
74921,0,2,0,1
74920,0,2,0,1
91852,0,16,8,2
91853,0,36,19,2
28641,0,46,4,2
28640,0,22,1,2
1140289,0,65,1,0
66794,0,26,21,0
7537,0,10,17,4
28649,0,22,1,2
362926,0,1,0,0
22241,0,8,6,4
7532,0,8,13,8
144679,0,12,3,0
94229,0,24,3,0
593560,0,3,0,1
65212,0,31,2,4
171954,0,12,12,3
126926,0,3,0,1
110163,0,19,10,5
159085,0,0,0,3
159084,0,0,0,3
126920,0,10,1,2
189708,0,18,0,1
400356,0,18,2,1
1132459,0,48,1,0
145176,0,34,4,2
6170,0,57,1,0
141324,0,34,14,1
1108834,0,152,9,1
7867,0,1,2,1
101143,0,24,10,0
6775,0,11,2,1
10981,0,19,3,0
6771,0,56,15,0
101145,0,24,3,0
127033,0,41,19,9
1135955,0,0,0,0
82087,0,72,5,1
155277,0,0,0,0
240321,0,28,45,0
110164,0,15,6,4
1125258,0,0,0,0
177115,0,6,0,0
253971,0,4,1,0
46468,0,63,5,1
633585,0,13,5,5
1152244,0,31,2,1
75983,0,2,1,0
131315,0,14,6,0
270600,0,3,1,0
81350,0,22,9,1
1102646,0,10,1,0
1106172,0,81,5,1
1130634,0,27,1,0
131318,0,41,12,3
230884,0,53,10,11
63915,0,48,14,1
39904,0,73,0,1
294126,0,0,0,1
1104851,0,20,5,1
308920,0,27,2,1
95579,0,23,6,0
686015,0,22,3,3
1113739,0,58,6,0
124734,0,35,11,4
75674,0,27,5,1
85452,0,59,6,0
13652,0,6,3,3
1129106,0,8,0,0
6196,0,113,31,5
69198,0,14,6,0
135765,0,11,0,3
135766,0,9,1,5
85299,0,88,6,0
1131348,0,6,0,0
49895,0,8,0,0
10169,0,98,193,17
1136422,0,84,1,0
299195,0,106,2,1
299197,0,147,9,1
1131345,0,4,0,0
68115,0,2,0,0
613409,0,8,0,1
294239,0,8,1,0
5055,0,20,15,0
1121398,0,5,0,0
9559,0,0,1,0
1817,0,15,1,0
219218,0,0,0,0
531348,0,6,1,2
249858,0,19,7,3
1132706,0,23,1,0
12211,0,34,2,1
12210,0,83,27,9
459206,0,4,0,0
6224,0,123,17,11
41216,0,3,1,0
102884,0,20,1,0
595193,0,13,0,1
1131236,0,42,5,5
197783,0,30,3,0
1131230,0,11,0,0
1128985,0,182,5,1
1132857,0,0,0,1
1131728,0,34,6,4
714256,0,30,13,2
14083,0,2,1,0
1109199,0,198,2,1
1130637,0,8,0,0
1130080,0,0,0,0
390889,0,66,6,0
429781,0,28,2,1
1135082,0,36,3,0
3229,0,165,2063,17
671293,0,40,3,0
416964,0,3,0,0
3220,0,56,148,5
3223,0,14,10,0
3222,0,16,15,0
265203,0,198,1,2
1112426,0,11,1,0
1129367,0,24,1,0
32698,0,21,4,2
1129369,0,2,0,0
1129368,0,2,0,0
168332,0,6,0,0
1119178,0,7,0,0
28504,0,14,13,2
10186,0,22,12,3
1120563,0,28,5,5
10183,0,30,53,2
39127,0,55,109,11
1105062,0,73,0,0
33231,0,19,26,2
137849,0,13,4,2
470511,0,6,1,2
114966,0,0,0,0
23070,0,20,21,7
226698,0,1,1,0
1119078,0,23,2,1
32260,0,6,2,1
207395,0,28,5,1
1130915,0,67,1,0
37998,0,4,0,0
1110515,0,17,6,0
34082,0,9,3,7
645571,0,6,1,0
147870,0,10,6,0
58540,0,126,5,1
8703,0,53,161,10
47839,0,0,0,0
1114388,0,79,3,0
1115701,0,13,6,4
1121569,0,6,1,2
67415,0,56,35,10
987188,0,12,4,2
5600,0,7,14,1
1126029,0,81,4,2
118559,0,63,2,1
1122580,0,13,1,0
350373,0,11,0,0
121792,0,0,0,0
129897,0,39,9,1
129896,0,32,2,4
1132073,0,0,0,0
28230,0,7,1,0
642920,0,0,0,1
31105,0,8,1,0
77829,0,7,0,1
66564,0,19,6,0
77826,0,12,2,1
424,0,16,10,0
195792,0,18,19,2
503893,0,173,7,3
34315,0,9,2,1
1107215,0,9,2,1
1135894,0,7,3,0
1102873,0,2,0,0
158172,0,24,4,2
23258,0,79,24,4
22386,0,15,24,4
15984,0,10,6,0
1135899,0,22,0,3
1104007,0,42,5,1
51052,0,4,0,1
87915,0,16,6,4
93755,0,1,0,0
1119654,0,0,0,0
1152663,0,2,0,0
13982,0,2,0,0
35863,0,144,10,0
74937,0,0,1,2
521251,0,12,5,1
521252,0,11,2,1
66782,0,17,3,0
1105530,0,42,0,1
1105531,0,34,6,0
377303,0,10,1,0
318071,0,1,0,0
240791,0,56,11,4
576257,0,58,6,0
51909,0,29,12,3
25702,0,68,33,3
429805,0,25,2,4
84695,0,5,0,0
6169,0,26,20,1
1132443,0,14,5,1
684372,0,75,3,0
6163,0,109,52,14
13208,0,8,3,3
1116044,0,8,1,0
592973,0,172,2,1
1154500,0,10,0,0
1107367,0,6,1,2
1132285,0,9,0,0
6767,0,67,36,0
1125597,0,5,0,0
318187,0,1,0,0
56119,0,196,20,16
644577,0,20,17,4
5869,0,58,2,1
215912,0,13,2,1
82090,0,6,3,0
56115,0,37,54,12
292277,0,4,0,0
24966,0,73,393,13
25413,0,5,2,1
46476,0,15,0,0
348437,0,12,2,1
737204,0,2,0,0
46470,0,3,0,0
167670,0,68,15,0
1106764,0,2,0,1
1133004,0,20,1,0
1152277,0,81,3,3
1129021,0,0,0,0
100935,0,12,3,0
1129027,0,181,0,1
51834,0,14,3,0
1152272,0,37,3,0
503877,0,14,6,0
503871,0,23,0,3
1123867,0,53,1,0
6209,0,36,53,2
733534,0,2,1,0
1153784,0,9,0,1
27230,0,62,5,1
230879,0,29,131,22
1110768,0,7,0,0
141868,0,18,5,5
118558,0,2,0,0
646440,0,4,0,0
80491,0,7,0,3
1120962,0,62,3,0
1129111,0,44,0,1
686532,0,22,1,9
1107418,0,24,2,1
6343,0,14,9,1
134316,0,18,9,6
6344,0,4,1,0
134314,0,6,1,0
6346,0,2,1,0
85449,0,11,6,0
1153195,0,4,1,0
6184,0,243,57,9
115188,0,0,0,0
1128846,0,32,0,0
1123991,0,3,0,0
1130356,0,3,0,0
90470,0,9,2,1
64484,0,40,0,1
62417,0,16,3,0
46500,0,14,0,1
46501,0,6,1,0
10174,0,5,0,0
1129683,0,195,6,4
10177,0,77,90,15
64319,0,5,0,1
135798,0,1,0,0
854434,0,11,0,0
83847,0,6,6,0
531351,0,6,1,2
1129208,0,50,3,0
636500,0,8,1,0
1114605,0,72,0,1
9515,0,45,6,4
459213,0,18,1,0
6238,0,1,6,0
9513,0,21,7,3
1152290,0,31,6,0
1128978,0,12,6,0
1128977,0,3,1,0
40151,0,27,45,0
1128974,0,19,1,0
1131719,0,9,7,3
1111240,0,10,9,1
44121,0,0,0,0
390894,0,19,0,3
390896,0,32,3,0
1115959,0,13,3,0
95188,0,18,13,2
28542,0,9,1,0
411092,0,32,3,0
1114777,0,27,9,1
8865,0,185,23,5
66563,0,191,12,3
1106406,0,126,5,1
83449,0,25,13,2
1106401,0,11,1,0
199571,0,3,0,0
1118848,0,49,0,1
1112417,0,0,0,0
175291,0,192,14,1
18773,0,7,1,0
18770,0,5,2,1
1114153,0,105,1,0
447250,0,83,5,1
134199,0,5,2,1
7047,0,11,10,0
5462,0,45,4,2
7041,0,0,0,0
48066,0,1,0,0
217852,0,13,1,0
1120777,0,10,3,3
608326,0,189,3,3
59798,0,19,18,10
1123188,0,18,1,9
57932,0,6,0,0
1120170,0,45,1,0
1128151,0,15,0,0
182093,0,5,0,0
182094,0,16,7,3
1128407,0,10,1,2
709113,0,9,2,1
144408,0,86,9,1
1134197,0,0,0,0
375825,0,1,1,0
1119004,0,4,0,0
646334,0,12,0,3
360028,0,3,0,0
628500,0,127,3,7
1130929,0,5,0,0
365294,0,8,0,1
22229,0,32,60,6
1130927,0,71,1,0
58552,0,43,2,1
239829,0,3,0,0
273949,0,9,5,1
1114398,0,13,0,1
217984,0,5,0,1
1120084,0,3,0,1
86840,0,18,10,0
1237,0,6,5,1
350362,0,33,3,0
446271,0,5,3,0
1108329,0,92,8,2
192850,0,26,4,2
1152904,0,37,3,0
31483,0,12,3,3
35905,0,53,10,0
28249,0,8,3,0
14529,0,8,6,0
95225,0,25,3,3
370366,0,7,3,0
126128,0,6,0,0
66556,0,206,20,8
434,0,151,13,2
193918,0,4,0,0
23069,0,8,6,0
73119,0,12,1,5
65057,0,15,6,4
189623,0,4,0,0
189620,0,11,3,0
1121063,0,7,0,1
330148,0,105,2,4
111770,0,1,0,0
11342,0,58,8,2
50980,0,0,0,0
385251,0,16,1,0
1106370,0,66,3,0
1108258,0,0,0,1
52835,0,49,3,0
32872,0,29,4,2
30973,0,28,0,1
1119623,0,1,1,0
521269,0,18,2,1
573553,0,5,8,2
325497,0,6,0,0
594649,0,177,5,1
114189,0,29,3,0
206524,0,2,0,1
342802,0,30,1,5
136767,0,5,0,1
1108175,0,18,1,0
19621,0,86,513,15
213246,0,7,0,1
238099,0,17,3,0
1102794,0,1,0,0
126909,0,3,0,1
86258,0,3,0,0
74698,0,17,1,5
13885,0,43,19,2
1102400,0,9,3,0
1102407,0,73,0,0
358894,0,7,9,1
523010,0,8,1,0
32276,0,13,14,1
424540,0,7,3,0
463825,0,20,6,0
1103315,0,133,8,2
594483,0,0,0,0
579008,0,190,23,5
1136791,0,19,1,0
1153056,0,12,1,0
24974,0,12,12,3
1133010,0,4,1,0
989397,0,23,6,0
653628,0,0,0,0
1116146,0,2,0,0
917493,0,4,0,0
1131549,0,4,1,0
693143,0,3,1,2
1118092,0,15,3,0
593544,0,10,1,0
1136397,0,77,10,0
423463,0,30,0,3
593813,0,184,5,1
1136393,0,40,1,0
191222,0,2,1,0
1132385,0,19,0,1
671052,0,1,1,0
97645,0,174,0,3
686030,0,17,1,0
739816,0,6,3,0
1127541,0,3,0,0
241821,0,0,0,3
45188,0,21,11,4
134307,0,17,8,7
408885,0,0,0,0
1107567,0,39,7,3
1153183,0,23,1,0
102406,0,24,3,0
1121176,0,8,0,0
153598,0,82,2,1
1120880,0,0,0,0
486840,0,174,6,0
43165,0,0,0,0
119956,0,42,1,0
128540,0,180,3,3
134128,0,114,19,9
578669,0,9,3,0
46536,0,16,0,0
261040,0,7,1,0
1105231,0,4,1,0
1106568,0,65,1,0
270085,0,1,0,0
22835,0,74,2,1
5075,0,14,3,3
636511,0,48,4,2
4983,0,2,0,0
943087,0,2,0,0
628888,0,34,1,0
36802,0,22,18,3
12275,0,1,0,0
45533,0,14,14,1
820661,0,0,0,0
820662,0,7,0,1
1104495,0,5,0,0
1131257,0,16,1,0
1117760,0,89,1,2
41417,0,12,5,1
1955,0,21,6,0
1956,0,199,64,2
1951,0,5,0,0
1953,0,10,6,0
1952,0,16,7,3
1130653,0,22,0,0
634938,0,174,0,3
1130657,0,22,0,0
1104946,0,1,0,0
200630,0,11,1,0
644093,0,34,7,8
8872,0,26,26,2
8875,0,49,39,6
8874,0,25,19,2
3243,0,34,64,2
3240,0,29,19,2
202520,0,6,1,0
1131414,0,0,0,0
202522,0,2,0,0
1106966,0,91,0,3
568857,0,195,16,5
628667,0,87,0,3
108047,0,40,56,10
179706,0,5,0,0
628668,0,88,3,3
179702,0,7,5,1
1114125,0,46,0,1
7032,0,19,14,1
38771,0,0,0,0
48075,0,2,0,1
70970,0,34,18,3
1110494,0,73,0,0
17488,0,3,0,0
29723,0,22,9,1
1110579,0,16,6,0
57922,0,8,0,3
1120169,0,31,6,0
746058,0,1,0,1
1110256,0,14,2,1
592986,0,23,3,3
385572,0,7,2,1
163235,0,1,0,0
310653,0,8,0,3
40922,0,17,0,0
42209,0,6,0,1
264556,0,7,2,1
168958,0,2,1,0
1125895,0,66,1,0
77438,0,23,40,5
1114239,0,3,1,0
28412,0,17,6,0
1130931,0,71,1,0
1118017,0,2,0,0
1130934,0,7,0,0
358887,0,14,1,0
1118388,0,8,2,1
212107,0,1,0,0
1154042,0,29,0,1
1153736,0,5,0,0
592975,0,27,7,3
31769,0,73,5,1
33895,0,22,20,1
601567,0,41,1,0
601561,0,13,2,1
1123215,0,0,1,0
27249,0,40,10,0
1132731,0,13,1,0
189856,0,18,13,2
1128959,0,174,1,0
28389,0,2,0,0
210871,0,240,107,13
178727,0,169,1,0
28385,0,3,3,0
35061,0,223,91,14
350319,0,10,2,1
1131305,0,19,0,1
1119708,0,200,6,4
1116410,0,13,5,1
1118120,0,3,0,0
1152917,0,48,0,1
1152910,0,3,0,0
384428,0,0,0,0
1117942,0,122,2,1
6539,0,28,9,1
1153889,0,22,0,0
656231,0,4,1,0
28254,0,27,27,9
14531,0,20,14,1
27612,0,34,4,2
8617,0,17,7,3
950305,0,74,1,0
180399,0,40,5,1
8619,0,11,1,0
118682,0,11,1,2
445938,0,24,6,4
782486,0,107,3,0
1126315,0,0,0,0
385067,0,12,4,2
11335,0,15,35,1
1108267,0,39,10,0
11339,0,9,10,0
1154459,0,211,4,2
16008,0,42,50,5
645897,0,24,7,3
1116569,0,44,1,0
523394,0,37,9,1
28674,0,2,0,0
1103676,0,50,3,0
1120431,0,181,5,1
1153166,0,10,1,0
101662,0,21,2,1
145384,0,10,2,1
101660,0,11,1,0
6741,0,23,36,0
1155073,0,10,2,1
13656,0,10,4,2
13658,0,13,18,3
1137140,0,0,0,0
1132461,0,52,7,3
126912,0,14,3,0
594387,0,22,8,2
253762,0,8,0,0
1104379,0,50,4,2
154023,0,0,1,2
449841,0,11,3,3
1116974,0,22,2,1
817774,0,0,0,0
73327,0,21,26,2
1106789,0,17,1,0
593155,0,10,1,0
167656,0,32,10,0
755217,0,165,9,1
1116397,0,31,2,1
119761,0,13,6,4
93555,0,78,10,5
593559,0,3,0,1
1136814,0,187,1,2
154134,0,14,5,1
101263,0,10,9,1
592826,0,21,2,1
101261,0,4,0,0
632874,0,13,1,2
227286,0,59,8,2
1104809,0,2,1,2
645870,0,17,2,1
579108,0,2,0,0
1109830,0,4,0,1
1112650,0,3,0,0
75318,0,6,2,1
124224,0,9,1,0
51831,0,5,0,0
81722,0,170,1,0
1114838,0,1,0,0
1112099,0,15,3,3
1107572,0,32,3,0
646913,0,15,7,3
1132486,0,52,2,4
458439,0,0,0,0
46452,0,6,1,0
20601,0,41,51,15
5064,0,7,27,9
20602,0,36,33,12
17798,0,67,17,4
5062,0,43,15,6
52784,0,24,7,3
5069,0,10,13,8
684972,0,6,1,2
45189,0,36,38,7
2702,0,14,4,2
1105221,0,30,1,2
1128314,0,175,2,1
1128319,0,32,3,3
95435,0,10,0,3
25184,0,110,12,3
1129778,0,180,3,3
25181,0,69,15,13
208345,0,12,5,1
1022969,0,6,1,0
84021,0,207,48,7
84020,0,20,3,0
1138091,0,22,0,0
6939,0,12,3,0
42207,0,25,7,3
1129570,0,24,2,1
1129572,0,13,6,4
1129573,0,197,2,1
1110390,0,10,3,0
10531,0,26,41,14
210872,0,182,10,5
46079,0,171,2,1
1118302,0,13,1,0
573964,0,171,2,4
1131267,0,44,1,0
1131266,0,1,0,0
1129798,0,4,0,0
62329,0,14,14,1
688849,0,1,0,0
714208,0,11,1,0
976334,0,110,8,2
194223,0,19,2,1
96851,0,8,1,0
9716,0,7,3,0
116021,0,12,1,0
522338,0,1,1,0
1071981,0,21,0,0
25791,0,9,1,0
1128227,0,170,5,1
94639,0,23,15,0
20593,0,40,2,1
20592,0,13,2,1
1131466,0,10,0,1
190697,0,189,7,3
1131464,0,36,4,6
1152143,0,80,6,0
190698,0,10,2,1
211906,0,12,0,0
26850,0,72,0,1
1116629,0,18,0,1
272720,0,25,4,2
1125953,0,1,0,0
1105033,0,39,0,1
7022,0,64,0,0
421481,0,1,0,0
593921,0,14,2,1
1131607,0,47,0,3
59772,0,2,0,0
1127657,0,8,0,0
49847,0,58,2,8
49844,0,61,7,8
49843,0,79,19,9
1109017,0,3,0,0
682508,0,0,0,1
29738,0,0,0,0
1135368,0,73,0,0
40131,0,11,1,0
1132864,0,1,0,0
13136,0,45,2,1
40135,0,8,1,0
68495,0,36,2,1
1128425,0,15,5,1
648232,0,75,1,0
1152859,0,3,0,0
1152858,0,0,0,0
1114222,0,17,3,0
156977,0,15,8,2
242663,0,18,2,4
289945,0,5,0,0
1131116,0,170,4,2
129287,0,2,1,0
1127530,0,21,1,0
675649,0,59,8,2
52515,0,75,10,0
1154071,0,4,0,0
263498,0,179,3,3
1154074,0,1,0,0
1154076,0,16,5,1
1153724,0,10,1,0
239800,0,45,6,4
23116,0,43,31,5
44368,0,192,4,2
1033,0,191,9,1
504,0,5,4,2
158812,0,3,0,0
1034,0,11,5,1
1035,0,21,10,0
1213,0,7,4,2
1126012,0,10,1,0
1108656,0,3,1,0
1126011,0,4,0,0
714975,0,24,5,1
1153896,0,5,0,1
1153897,0,28,3,0
1153891,0,22,3,3
589923,0,17,4,2
578337,0,45,22,14
1153899,0,18,2,1
14549,0,18,9,1
643199,0,4,1,2
1104787,0,11,1,0
28267,0,4,0,0
50337,0,25,9,6
28265,0,9,5,1
14545,0,5,2,1
267824,0,4,1,0
143476,0,2,0,0
375605,0,1,0,0
28287,0,95,60,6
630890,0,2,1,0
23738,0,80,129,7
417017,0,43,6,0
110162,0,12,6,4
519318,0,6,1,0
11326,0,4,0,0
66596,0,4,1,0
1152633,0,18,3,3
11325,0,24,1,0
648112,0,0,3,3
145215,0,30,12,9
696343,0,16,0,1
87417,0,10,21,7
211875,0,23,1,0
647447,0,188,6,4
1153945,0,5,0,1
1153946,0,0,0,0
1105764,0,116,8,2
35070,0,22,1,0
1153942,0,23,1,0
1153943,0,209,8,2
593942,0,24,19,2
263279,0,239,9,1
1120444,0,15,5,1
594047,0,181,5,1
35490,0,39,8,2
594025,0,4,0,0
34708,0,9,6,0
1107319,0,28,0,3
1107312,0,20,6,0
134315,0,3,0,0
245288,0,1,0,0
733167,0,9,1,0
86359,0,170,18,3
205192,0,50,5,5
205196,0,4,34,2
97390,0,23,11,4
1113459,0,89,5,5
1125092,0,12,5,1
1152448,0,30,3,0
28964,0,10,6,0
340078,0,51,5,1
592830,0,31,11,4
340075,0,118,2,1
25772,0,29,28,0
642621,0,15,3,0
389715,0,35,8,7
27203,0,8,3,0
1105810,0,8,1,0
328370,0,74,1,0
1119671,0,1,0,0
1128935,0,23,5,5
134320,0,3,0,0
1102751,0,25,6,0
17363,0,3,0,0
75121,0,21,15,0
46887,0,12,9,1
212930,0,17,6,0
649731,0,90,4,2
649730,0,39,0,3
38839,0,15,1,2
1106546,0,8,2,1
1106547,0,96,2,1
80515,0,4,1,5
561238,0,181,0,1
1153097,0,9,1,2
134219,0,10,6,0
1153091,0,6,1,0
1138968,0,10,3,0
633721,0,15,3,3
20857,0,9,2,1
20850,0,70,3,3
1116181,0,2,0,0
1129096,0,79,1,0
139865,0,75,5,1
672070,0,17,10,5
1130676,0,42,2,4
367312,0,0,2,1
20924,0,21,17,4
1131270,0,7,1,0
20920,0,4,3,0
1131277,0,11,4,2
1131274,0,14,1,0
20923,0,10,6,4
1153861,0,19,2,1
175576,0,18,1,0
96847,0,22,10,0
96845,0,15,3,0
152226,0,9,3,0
152227,0,24,6,0
95719,0,31,1,0
95718,0,18,5,5
