PQCaCh,25.8076923077,38.3532556926
PKB,25.3406593407,31.5183800983
PKC,27.8727272727,40.4554075495
PKA,23.5,39.5198454174
PKG,32.6538461538,34.9734025924
PKD,28.1868131868,34.1666642613
CAIN,28.0512820513,37.7648977226
PKI,24.6923076923,38.9211275102
PKN,1.0,0.0
PDE5A,31.6813186813,34.4587910993
CLIP170,29.6593406593,38.4464585822
DELTA_CATENIN,30.021978022,36.7049647578
IGF1,34.3461538462,40.4175257641
CSK,26.9102564103,38.8589865196
DLK,1.0,0.0
ABL,31.6212121212,36.7571885363
GAT1,33.6373626374,40.5996473008
SHC,32.3484848485,40.9922387332
EIF4E,1.0,0.0
PMCA,25.8076923077,38.3532556926
EIF4G,3.66666666667,2.0
EIF4A,2.83333333333,1.24721912892
CSP,32.9696969697,40.7597273286
EIF4B,1.0,0.0
CIPP,26.4871794872,38.9772013134
TNFR1,30.8,35.3890909053
LARG,27.4871794872,41.8677647149
CREM,24.6,28.9493043478
DGK,29.0769230769,39.127640131
Nup214,1.0,0.0
CREB,29.1833333333,36.5339416008
FRIZZLED,1.0,0.0
HDAC3,28.5220588235,35.8625304984
GKAP,25.6285714286,39.589281687
SYNDECAN,31.4945054945,37.0215034267
KALIRIN,33.6666666667,36.9461883465
M1R,35.1666666667,41.9346205026
SPHK,1.0,0.0
CALBRAIN,23.8901098901,34.6029037329
PAFR,35.1363636364,42.0420883173
TRADD,31.3076923077,35.9883281539
P1433,28.0769230769,34.5635485575
CDGAP,32.9743589744,36.5714673239
SEK,1.0,0.0
RANBPM,3.0,1.5
GEPHYRIN,31.9102564103,40.4333298983
RALGDS,30.4476190476,33.7753683948
FRK,27.5816993464,35.0217925235
NEURABIN,1.0,0.0
ARFGAP,1.0,0.0
MTOR,27.1282051282,36.9973722791
GALPHA13,25.0659340659,37.2113744779
PDI,1.0,0.0
GALPHA11,26.4505494505,38.3910122618
CALPAIN,30.3939393939,38.7739795172
NEUROLIGIN,1.66666666667,0.5
PYK2,26.5641025641,38.6821089854
ARP23,30.1428571429,37.1300289961
IRS1,32.4848484848,39.2266143419
IRS2,35.1818181818,42.5108639493
PTPA,31.2727272727,40.2627732414
FIBRONECTIN,26.4285714286,38.6101743344
SYNAPTOTAGMIN,25.6043956044,35.9960550107
CDK5,28.7564102564,37.6825187882
RAP2,32.7948717949,41.5955225956
RABGDI,1.0,0.0
SHP2,32.6212121212,39.2080696703
ARNO,1.0,0.0
ALPHA7NACHR,31.6083333333,38.7986254052
KIR21,1.66666666667,0.5
pGC,31.6593406593,34.335793941
GSK3,30.3846153846,35.9741419479
CALMODULIN,30.1272727273,37.9241347957
BIK,1.0,0.0
BID,25.3333333333,36.4268907175
FYN,28.5454545455,39.8428732078
MEK3,27.3904761905,33.5334131266
MEK2,31.2564102564,34.4052644551
MEK1,28.9230769231,32.0464073216
MEK7,28.0659340659,29.7532256717
ZAP70,34.9848484848,41.4979836212
MEK5,1.0,0.0
CytochromeC,25.3736263736,38.2263578944
ERBB,31.1060606061,39.7259205095
RACK,27.1666666667,39.1709539884
BIP,1.66666666667,0.5
SNAPIN,31.9358974359,37.686941446
CASPASE6,1.0,0.0
CASPASE7,1.2,0.433012701892
CASPASE3,28.8939393939,36.5463591023
CASPASE8,29.0128205128,35.2392615637
CASPASE9,29.0897435897,35.5430099394
VASP,26.9230769231,36.7064156074
ICAD,1.0,0.0
DOPR,35.2121212121,42.2340976968
CJUN,29.2,36.5521849172
AKAP,25.4945054945,34.3335535505
GLYR,1.0,0.0
ERK5,1.0,0.0
NRG,31.1538461538,39.1247115715
PRK2,1.0,0.0
GALPHA12,27.8901098901,41.5929841603
BCL2,25.1916666667,35.7574545452
MUSK,1.0,0.0
NEUROFIBROMIN,33.0,41.451025319
CITRON,1.0,0.0
PTP1B,31.8791208791,37.8874071599
TUBERIN,28.7428571429,37.1275380497
IQGAP,29.7948717949,39.1318994627
SIVA1,24.9852941176,35.1033629977
PTP1D,1.0,0.0
MALS,1.0,0.0
MGLUR5,35.2121212121,42.2577686144
HRS2,26.1619047619,36.3596687307
MGLUR7,35.1212121212,42.0173124492
MGLUR1,32.8181818182,38.9521851412
PAF,34.5512820513,41.2781890214
TAMALIN,28.5512820513,36.448212881
PAK,31.4848484848,37.9137777787
AXL,2.5,1.41421356237
SMACDIABLO,29.1098901099,35.1008690194
M4R,35.2878787879,42.2843581262
RIP,25.5666666667,32.9810172675
CB2R,35.2121212121,42.2340976968
RIN,32.8974358974,41.3719577599
AP2,29.4230769231,35.6553720434
MARCKS,1.0,0.0
IKKA,27.660130719,34.8947998823
FRA2,28.3676470588,35.7438259529
STARGAZIN,25.5054945055,34.4431613088
IKKB,27.660130719,34.8947998823
RIC,1.0,0.0
VRK1,27.6405228758,35.0972943288
TUBULIN,32.1060606061,41.3873059151
MYOSINV,23.8241758242,34.4409279026
PRMT1,28.5384615385,35.1761417263
NAIP,29.0512820513,35.4796498793
MDM2,28.5441176471,35.6738152396
PDE4C,25.1868131868,37.7885740848
THC,34.6153846154,41.4574748655
NIK,27.978021978,30.8573737507
SPAL,28.6153846154,37.6211930521
BETA2AR,35.0606060606,41.8699284582
ARFGEF,1.0,0.0
SYK,33.5454545455,40.5843677922
NFKB,29.2166666667,36.4663619731
bARK,34.5,41.522751461
EPHB2,32.2435897436,37.3395642122
DNAPK,1.0,0.0
SKY,2.5,1.41421356237
CARM1,30.9142857143,40.1447000085
dATP,28.6761904762,34.4801776831
Source,1.0,0.0
CRE,1.0,0.0
SORCIN,26.1978021978,37.7280834926
CRK,33.803030303,39.0966169194
Target,1.0,0.0
NMDAR,25.696969697,40.2921151772
RABPHILIN,1.0,0.0
S6K,26.6666666667,28.0985567047
PLCGAMMA,25.4102564103,38.9183618474
DRE,1.0,0.0
CASKIN,26.6373626374,38.1330588534
TIAM1,33.5769230769,36.7510392899
PA,22.8131868132,40.3348411213
WNT,1.66666666667,0.5
TCF,1.66666666667,0.942809041582
HOMER,25.4175824176,36.1027462117
MAP1A,31.8846153846,40.4780461759
MAP1B,31.9743589744,40.6614579998
ICA512,1.0,0.0
INHIBITOR2,24.6153846154,36.4293918659
LIMK,29.619047619,36.3051129249
S60,1.83333333333,0.471404520791
MUSKELIN,2.5,1.41421356237
ERBIN,29.5047619048,35.9213994546
GAB1,33.8787878788,41.3697298209
ANP,31.0095238095,33.8508885121
LCK,32.5757575758,41.7568720528
GABA,34.5128205128,41.3981346869
BAG1,29.5494505495,36.852817769
VINCULIN,26.3333333333,37.6666365661
ILK,27.4835164835,33.0061855419
TNIK,31.7179487179,33.4821677249
VDAC2,24.2222222222,33.8688465324
FIVEHT4R,35.2272727273,42.2792761301
RAF1,30.0897435897,36.9996246227
STAT5,29.3083333333,36.5239647355
CAMPGEFII,1.0,0.0
STAT1,29.3083333333,36.5239647355
BR1R,35.1060606061,41.968504523
PDE3A,25.1428571429,37.7505045227
AMISYN,25.5619047619,35.5531364327
CASK,26.2692307692,38.7982674298
PDE3B,25.1428571429,37.7505045227
FHL2,28.3088235294,35.6562910824
P38,27.5824175824,34.1065160617
SPROUTY,1.0,0.0
SAM68,28.4871794872,35.6436841842
MSK1,28.4191176471,35.787349371
CHLORIDE,1.0,0.0
PCAF,1.0,0.0
FIVEHT1CR,1.0,0.0
SYNTROPHIN,1.0,0.0
SRC,27.0151515152,40.4587331847
SRF,1.0,0.0
MUNC13,25.5142857143,35.4530445427
SPINOPHILIN,23.956043956,35.2772618991
SRE,1.0,0.0
ARH2,27.2051282051,41.0707384345
MUNC18,26.5619047619,37.4116646657
MYOSIN,1.0,0.0
NTYPECA,25.8076923077,38.3532556926
D1R,35.0909090909,41.9415177252
PLD,1.0,0.0
PDE4A,25.1868131868,37.7885740848
PDE4B,25.1868131868,37.7885740848
RHEB,26.1208791209,35.8547365097
PDE4D,25.1428571429,37.7505045227
MKP1,28.8205128205,32.3448218421
MKP2,28.858974359,32.5041663996
EIF3,2.83333333333,1.24721912892
CHAPSYN110,1.0,0.0
MKP5,31.2435897436,32.9750537023
RCS,30.7121212121,37.4821169481
MAP2,32.803030303,44.1196719678
CALCIUM,24.8787878788,39.0198084893
KIR23,1.0,0.0
MOPR,35.1515151515,42.2696968611
PIN1,28.2426470588,35.4541407137
RASGRP,32.9230769231,41.3074515742
EIF1A,3.46666666667,1.6
RAP1GAP,28.7428571429,37.1275380497
I1,24.6153846154,36.4293918659
FAS,28.7047619048,34.2904758598
NHERF,1.0,0.0
GBETAGAMMA,35.5818181818,43.2832531125
RGS4,26.4952380952,37.679434655
FAK,30.9696969697,37.7311060484
SOS,32.9102564103,41.2670840044
RGS2,29.1208791209,39.5296308606
ROCK,27.3846153846,36.7555740293
EPS15R,1.0,0.0
MBP,1.0,0.0
VILIP,1.0,0.0
cGMP,32.2051282051,34.820571825
DCP1,1.0,0.0
TNFALPHA,30.1583333333,34.8188965298
FBW7,28.4558823529,35.6597966028
JUND,28.4264705882,35.8763065964
IR,32.3461538462,38.5215488035
PP1,23.9871794872,37.1345152415
BIM,25.1333333333,35.7313432282
PP5,31.4505494505,39.7121298149
DNAJ,1.0,0.0
NFAT,1.0,0.0
TALIN,26.3516483516,38.495062313
CB1R,35.2121212121,42.2340976968
RHOGEF,27.7307692308,42.4751561373
MAPK,31.2272727273,34.7275107084
RAP1,29.043956044,37.8075162372
PDK1,39.8444444444,43.1125429315
ARF,1.0,0.0
DARPP32,24.6153846154,36.4293918659
SYNAPTOPHYSIN,1.0,0.0
JAK,1.0,0.0
RAB3,1.0,0.0
NRCAM,26.0857142857,35.9765371387
ENDOPHILIN,1.0,0.0
REELIN,26.4285714286,38.6101743344
MEF2,1.0,0.0
PARP,1.0,0.0
CALBINDIN,1.0,0.0
BDNF,27.8351648352,38.5936193641
KChIP1,1.0,0.0
GIRK,1.0,0.0
KChIP2,1.0,0.0
GLYCINE,26.5128205128,39.3893492372
SODIUM,32.5523809524,39.607770831
ITSN1,32.4743589744,37.4584955503
ITSN2,1.0,0.0
FLIP,28.989010989,34.7979799455
SEROTONIN,34.5512820513,40.7685710921
LYN,33.4696969697,40.4362573576
MEK6,27.3619047619,33.6800673808
ASK1,26.95,32.7097674845
SOD1,28.0095238095,36.5307390831
SEC63P,1.33333333333,0.471404520791
MEK4,1.0,0.0
AMPHIPHYSIN,1.0,0.0
NT4,27.9120879121,38.0141673995
MEKK1,27.7802197802,29.0043865281
MEKK3,27.0916666667,33.0252428707
MEKK2,1.0,0.0
MEKK4,26.9,33.0524162842
IP6K2,1.0,0.0
SRPR,1.0,0.0
FORKHEAD,1.0,0.0
AKAP15,28.3939393939,40.1960073672
PAR2,35.2575757576,42.3802152499
PAR1,1.0,0.0
STONIN2,26.3956043956,36.6153846154
PIP5K,29.0256410256,37.1165581498
SAP97,24.2761904762,29.2169925396
PDGF,33.5,38.3915319077
MP1,29.9358974359,34.2761457382
VITRONECTIN,26.4285714286,38.6101743344
TRYPSIN,34.6538461538,41.5939365239
MAPKAPK2,1.0,0.0
DYNAMIN,1.0,0.0
KAR,24.7912087912,31.4230533848
ALPHA1AR,35.1818181818,42.1888708838
GRB2,31.3636363636,36.836246971
YES,1.0,0.0
BCLXL,25.1916666667,35.7574545452
CRMP2,31.8974358974,40.5006858652
BAP31,28.8571428571,34.321659799
TRKB,27.7307692308,38.661637604
TRKA,31.8333333333,38.3037015668
PROFILIN,26.6025641026,37.2778605729
LTYPECA,25.7820512821,38.1877670931
TRE,1.0,0.0
GABABR,35.196969697,42.2352717739
P75NTR,27.5416666667,29.8012676837
ACTIN,30.4358974359,37.7620473786
SYNGAP,32.8333333333,41.1275117436
AMPAR,26.8571428571,30.4761037439
IP3R,25.6538461538,37.7642541154
HIPPOCALCIN,28.9450549451,34.8295936197
bRAF,28.8461538462,31.7105996502
LRP,1.0,0.0
TFIIB,1.0,0.0
TFIID,1.0,0.0
PRESENILIN,32.4487179487,43.0945343273
KV11,1.0,0.0
KV12,1.0,0.0
ACH,34.5384615385,40.4024029813
KV14,1.0,0.0
NGF,31.858974359,37.6541277064
NAKED,1.0,0.0
CHOLESTEROL,1.0,0.0
KOPR,35.2121212121,42.2340976968
EZRIN,1.0,0.0
ALPHA2AR,35.2121212121,42.2340976968
NO,30.9523809524,33.8788357268
D2R,35.0606060606,41.7350953254
REPS1,30.8076923077,35.1279407626
NE,34.3205128205,40.4278335089
NCADHERIN,29.5047619048,35.9213994546
FASL,28.2583333333,33.7497983533
GRAB,1.0,0.0
SHP1,32.2435897436,38.6756455092
APAF1,28.967032967,35.003634638
cIAP2,29.2179487179,35.9794501533
PDE1C,31.6373626374,34.2235947538
SAP102,1.0,0.0
PIP3,39.1777777778,42.7502075657
PIP2,28.6818181818,37.5741690769
INTEGRIN,26.0256410256,39.306134664
COLLAGEN,26.4285714286,38.6101743344
FER,30.9142857143,40.1447000085
MINT,26.5824175824,38.0872557853
LEF,1.0,0.0
FRAT2,30.1648351648,35.4853082358
PICK1,31.9358974359,37.089606211
PDZGEF,30.7032967033,41.1329206325
DENSIN,24.8461538462,36.9416770058
AC2,25.1208791209,37.5912302501
AC1,25.1208791209,37.5912302501
AC5,25.1318681319,37.7117689163
FOUREBP1,1.0,0.0
GABAAR,1.66666666667,0.5
MLCK,1.0,0.0
PLCBETA,26.1282051282,39.2700762526
JUNB,28.4338235294,35.8048093837
NCS1,1.0,0.0
ALPHAACTININ,26.2417582418,37.8867824449
DAG,28.7424242424,39.7652200707
PLA2,29.1666666667,39.2127388598
PICCOLO,1.0,0.0
DAP,25.5604395604,34.5205538637
DISHEVELED,31.5274725275,33.4713513463
FOXO3A,1.0,0.0
SYNTAPHILIN,25.5714285714,35.5651887815
AA,28.8484848485,39.8565609975
TRAF2,27.819047619,30.582858344
TRAF4,1.0,0.0
BRADYKININ,34.5256410256,41.2094918947
TRAF6,1.0,0.0
A1R,35.2575757576,42.3523199868
RTYPECA,25.8076923077,38.3532556926
FKBP,31.3787878788,40.0804975143
PDGFR,33.8787878788,38.9377549472
USP11,1.0,0.0
A2AR,35.2272727273,42.2792761301
BETACATENIN,31.5494505495,40.9937215571
PDE2A,25.1208791209,37.5912302501
FASCIN,26.0285714286,35.873644467
GDNF,29.9340659341,35.8991025254
SYNTABULIN,31.4945054945,33.328559816
CALNEXIN,1.0,0.0
ATF1,1.0,0.0
ATF2,28.3382352941,35.7681335129
