KV42,0,87,28,0,24,0,0,0,0,0,0,0,0,0
NWASP,0,32,46,0,10,1,0,0,0,1,0,0,0,0
MYPT2,0,3,9,0,3,0,0,0,0,0,0,0,0,0
MYPT1,0,8,5,0,3,0,0,0,0,0,0,0,0,0
CAMKI,0,17,19,0,25,1,0,0,0,0,0,0,0,0
CAMKK,0,81,26,0,12,1,0,0,0,0,0,0,0,0
IKBA,0,2,9,0,4,1,0,0,0,0,0,0,0,0
S40,0,4,13,0,11,2,0,0,0,0,0,0,0,0
JIP,0,33,46,29,20,1,0,10,0,0,1,0,0,0
COMPLEXIN,0,0,11,0,15,1,0,0,0,0,0,0,0,0
SRCASM,0,11,36,0,7,0,0,0,0,0,0,0,0,0
VAV,0,51,66,0,60,5,0,0,0,0,0,0,0,0
SNAP25,0,57,50,0,31,10,0,0,0,0,0,0,0,0
SPECTRIN,0,75,46,0,17,4,0,0,0,0,0,0,0,0
SHANK,0,5,12,0,5,0,0,0,0,0,0,0,0,0
GRB10,0,5,9,0,12,0,0,0,0,0,0,0,0,0
RICS,0,21,7,0,0,0,0,0,0,0,0,0,0,0
CAMKIV,0,63,40,0,34,8,0,0,0,0,0,0,0,0
CAMKII,0,269,219,0,103,19,0,0,0,2,0,0,0,0
PTEN,0,12,22,0,3,0,0,0,0,0,0,0,0,0
JNK,0,39,67,29,53,4,0,12,0,0,1,0,0,0
RASGRP3,0,42,17,0,20,0,0,0,0,0,0,0,0,0
TSC,0,6,10,0,0,0,0,0,0,0,0,0,0,0
SYNTENIN,0,7,18,0,18,0,0,0,0,0,0,0,0,0
CRIPT,0,16,17,0,13,0,0,0,0,0,0,0,0,0
H2O2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
GAP43,0,41,42,0,4,0,0,0,0,0,0,0,0,0
SSCAM,0,16,16,0,3,0,0,0,0,0,0,0,0,0
ENKEPHALIN,0,6,12,0,2,0,0,0,0,0,0,0,0,0
M2R,0,8,20,0,62,1,0,0,0,0,0,0,0,0
MST3,0,47,3,0,0,0,0,0,0,0,0,0,0,0
RASGAP,0,18,56,0,23,1,0,0,0,0,0,0,0,0
CMYC,0,10,6,0,1,0,0,0,0,0,0,0,0,0
ADDUCIN,0,120,16,0,3,0,0,0,0,0,0,0,0,0
NFM,0,16,8,0,0,0,0,0,0,0,0,0,0,0
NFH,0,33,13,0,3,0,0,0,0,0,0,0,0,0
mRNA,0,6,13,0,30,6,0,0,0,0,0,0,0,0
PKCE,0,0,10,0,8,0,0,0,0,0,0,0,0,0
ANANDAMIDE,0,1,6,0,1,0,0,0,0,0,0,0,0,0
HCK,0,0,4,0,11,0,0,0,0,0,0,0,0,0
COOL,0,9,19,0,23,0,0,0,0,2,0,0,0,0
MERLIN,0,2,2,0,0,0,0,0,0,0,0,0,0,0
tRNA,0,0,4,0,0,0,0,0,0,0,0,0,0,0
NOPR,0,6,17,0,62,0,0,0,0,0,0,0,0,0
CBL,0,26,51,0,52,10,0,0,0,0,0,0,0,0
PERK,0,0,1,0,3,0,0,0,0,0,0,0,0,0
CBP,0,82,103,15,41,8,0,40,0,0,1,2,0,0
GIT1,0,0,3,0,2,0,0,0,0,0,0,0,0,0
NASCENTCHAIN,0,1,8,0,27,1,0,0,0,0,0,0,0,0
NOS,0,178,59,0,35,4,0,0,0,0,0,0,0,0
DOK,0,9,8,0,6,1,0,0,0,1,0,0,0,0
RALBP1,0,3,15,0,16,0,0,0,0,0,0,0,0,0
S6,0,6,10,0,2,0,0,0,0,0,0,0,0,0
RET,0,7,24,0,30,2,0,0,0,1,0,0,0,0
XIAP,0,1,20,0,14,2,0,0,0,0,0,0,0,0
EPAC,0,2,14,0,8,0,0,0,0,0,0,0,0,0
NEUREXIN,0,3,1,0,0,1,0,0,0,0,0,0,0,0
ADAPTIN,0,6,4,0,22,0,0,0,0,0,0,0,0,0
FILAMIN,0,56,12,0,1,0,0,0,0,0,0,0,0,0
KIR41,0,3,1,0,9,0,0,0,0,0,0,0,0,0
PHAS,0,3,3,0,4,0,0,0,0,0,0,0,0,0
PHAP,0,0,1,0,2,0,0,0,0,0,0,0,0,0
RIM,0,65,29,0,23,3,0,0,0,0,0,0,0,0
MUPP1,0,20,9,0,1,1,0,0,0,0,0,0,0,0
NEUROGRANIN,0,41,42,0,4,0,0,0,0,0,0,0,0,0
EFA6,0,0,1,0,4,0,0,0,0,0,0,0,0,0
EIF2,0,1,7,0,6,0,0,0,0,0,0,0,0,0
FRA1,0,1,2,0,22,2,0,2,0,0,0,0,0,0
CPI17,0,57,19,0,11,0,0,0,0,0,0,0,0,0
PI3K,0,46,141,0,66,6,0,0,0,0,0,0,0,0
KChIP4,0,22,11,0,5,0,0,0,0,0,0,0,0,0
GELSOLIN,0,26,26,0,15,2,0,0,0,1,0,0,0,0
BETAARRESTIN,0,27,28,0,22,1,0,0,0,0,0,0,0,0
EIF5,0,0,1,0,3,0,0,0,0,0,0,0,0,0
PP2C,0,0,2,0,9,0,0,0,0,0,0,0,0,0
DOPAMINE,0,3,11,0,2,0,0,0,0,0,0,0,0,0
APOLLON,0,1,4,0,7,0,0,0,0,0,0,0,0,0
PHOSPHOLAMBAN,0,3,26,0,8,0,0,0,0,0,0,0,0,0
EPHRIN,0,0,4,0,0,0,0,0,0,0,0,0,0,0
SS,0,1,7,0,0,0,0,0,0,0,0,0,0,0
FIBRINOGEN,0,0,3,0,6,0,0,0,0,0,0,0,0,0
STEP,0,63,27,0,8,0,0,0,0,0,0,0,0,0
SSTR1,0,4,17,0,62,0,0,0,0,0,0,0,0,0
SSTR2,0,7,22,0,65,0,0,0,0,0,0,0,0,0
KINESIN,0,0,10,0,2,0,0,2,0,0,0,0,0,0
GLUTAMATE,0,10,33,0,34,0,0,0,0,0,0,0,0,0
CDC42,0,17,51,0,28,1,0,0,0,2,0,0,0,0
ITCH,0,8,9,0,4,0,0,0,0,0,0,0,0,0
CAS,0,37,18,0,5,1,0,0,0,0,0,0,0,0
EEF1A2,0,2,1,0,0,0,0,0,0,0,0,0,0,0
EGFR,0,60,55,0,40,7,0,0,0,0,0,0,0,0
BAX,0,3,16,0,12,4,0,0,0,2,0,0,0,0
YOTIAO,0,61,21,0,6,1,0,0,0,1,0,0,0,0
VAMP,0,52,11,0,0,1,0,0,0,0,0,0,0,0
BAD,0,94,56,0,48,5,0,0,0,2,0,0,0,0
MITF,0,9,8,0,1,0,0,0,0,0,0,0,0,0
BAK,0,0,3,0,9,0,0,0,0,0,0,0,0,0
CAD,0,0,1,0,0,0,0,0,0,0,0,0,0,0
EPS15,0,6,3,0,2,1,0,0,0,0,0,0,0,0
IBP1,0,1,5,0,6,0,0,0,0,0,0,0,0,0
KV41,0,4,21,0,18,0,0,0,0,0,0,0,0,0
IBP2,0,1,6,0,7,0,0,0,0,0,0,0,0,0
DOC2,0,36,17,0,3,0,0,0,0,0,0,0,0,0
PDE1B,0,32,10,0,4,0,0,0,0,0,0,0,0,0
PDE1A,0,32,10,0,4,0,0,0,0,0,0,0,0,0
CDK11,0,3,7,0,0,0,0,0,0,0,0,0,0,0
FIVEHT1AR,0,9,23,0,54,0,0,0,0,0,0,0,0,0
PP2A,0,121,114,0,76,8,0,0,0,1,0,0,0,0
ALPHACATENIN,0,0,3,0,8,0,0,0,0,0,0,0,0,0
P53,0,88,37,1,41,2,0,2,0,0,0,0,0,0
GRIP,0,10,24,0,22,0,0,0,0,0,0,0,0,0
GRIT,0,13,32,0,20,3,0,0,0,0,0,0,0,0
CLATHRIN,0,11,41,0,9,1,0,0,0,0,0,0,0,0
CERAMIDE,0,6,63,0,16,0,0,0,0,0,0,0,0,0
SEC61P,0,3,7,0,14,3,0,0,0,0,0,0,0,0
RADIXIN,0,2,11,0,8,0,0,0,0,0,0,0,0,0
SYNAPTOBREVIN,0,9,19,0,2,1,0,0,0,0,0,0,0,0
L1,0,6,8,0,13,0,0,0,0,0,0,0,0,0
SYNAPSIN,0,141,115,0,69,3,0,0,0,1,0,0,0,0
IKBB,0,0,1,0,2,0,0,0,0,0,0,0,0,0
PKCZETA,0,1,5,0,1,0,0,0,0,0,0,0,0,0
RSK,0,25,26,0,26,0,0,0,0,0,0,0,0,0
MLK3,0,11,42,2,14,1,0,0,0,0,0,0,0,0
D3R,0,8,28,0,74,0,0,0,0,0,0,0,0,0
N41,0,15,24,0,17,2,0,0,0,0,0,0,0,0
NCK,0,8,31,0,10,1,0,0,0,1,0,0,0,0
CEK1,0,3,4,0,11,0,0,0,0,0,0,0,0,0
cADPR,0,0,3,0,6,0,0,0,0,0,0,0,0,0
EEF2,0,0,3,0,0,0,0,0,0,0,0,0,0,0
AXIN,0,8,23,0,12,3,0,0,0,0,0,0,0,0
CAVEOLIN,0,9,17,0,0,1,0,0,0,0,0,0,0,0
DYRK,0,1,2,0,12,0,0,0,0,0,0,0,0,0
IP3,0,5,23,0,7,0,0,0,0,0,0,0,0,0
ADENOSINE,0,1,4,0,0,0,0,0,0,0,0,0,0,0
SIAH,0,0,3,0,9,0,0,0,0,0,0,0,0,0
EGF,0,0,6,0,3,0,0,0,0,0,0,0,0,0
FIVEHT2AR,0,4,15,0,39,0,0,0,0,0,0,0,0,0
RAC,0,17,71,0,51,0,0,0,0,1,0,0,0,0
PABP,0,3,4,0,7,1,0,0,0,0,0,0,0,0
RAN,0,3,7,0,0,0,0,0,0,0,0,0,0,0
DREAM,0,28,26,0,18,1,0,0,0,0,0,0,0,0
RAL,0,0,7,0,1,0,0,0,0,0,0,0,0,0
PAXILLIN,0,10,26,0,9,2,0,0,0,0,0,0,0,0
RAI,0,3,2,0,0,0,0,0,0,0,0,0,0,0
SURVIVIN,0,0,1,0,1,0,0,0,0,0,0,0,0,0
SEQUESTOSOME,0,0,4,0,0,0,0,0,0,0,0,0,0,0
CORTACTIN,0,22,31,0,23,2,0,0,0,0,0,0,0,0
RAS,0,43,89,0,101,4,0,0,0,0,0,0,0,0
RB,0,11,7,0,0,0,0,0,0,0,0,0,0,0
FADD,0,2,7,0,4,0,0,0,0,0,0,0,0,0
DYRK1A,0,0,0,0,14,0,0,0,0,0,0,0,0,0
CAMKPASE,0,3,28,0,12,0,0,0,0,0,0,0,0,0
CALCIPRESSIN,0,0,19,0,4,0,0,0,0,0,0,0,0,0
FOSB,0,1,2,0,22,2,0,2,0,0,0,0,0,0
RASGRF,0,87,49,2,26,5,0,0,0,0,0,0,0,0
LAMINA,0,0,1,0,0,0,0,0,0,0,0,0,0,0
INSULIN,0,0,3,0,1,0,0,0,0,0,0,0,0,0
APS,0,3,15,0,20,1,0,0,0,0,0,0,0,0
C3G,0,5,13,0,20,0,0,0,0,0,0,0,0,0
CFOS,0,32,46,0,53,10,0,2,0,0,0,0,0,0
ELK1,0,38,35,4,7,3,0,0,0,0,0,0,0,0
RHO,0,14,93,0,23,0,0,0,0,0,0,0,0,0
APC,0,10,9,0,6,3,0,0,0,0,0,0,0,0
STAT,0,16,15,2,3,0,0,0,0,0,0,0,0,0
GALPHAO,0,34,26,0,105,0,0,0,0,0,0,0,0,0
GALPHAI,0,46,74,0,197,1,0,0,0,0,0,0,0,0
KSR,0,10,25,0,18,3,0,0,0,0,0,0,0,0
cAMP,0,3,91,0,48,0,0,0,0,3,0,0,0,0
TBR1,0,9,2,0,0,0,0,0,0,0,0,0,0,0
CAPRI,0,22,14,0,12,0,0,0,0,0,0,0,0,0
GRP94,0,0,0,0,7,0,0,0,0,0,0,0,0,0
GALPHAZ,0,9,22,0,11,0,0,0,0,0,0,0,0,0
CALCINEURIN,0,168,137,0,111,13,0,0,0,0,0,0,0,0
GALPHAQ,0,20,24,0,60,1,0,0,0,0,0,0,0,0
GALPHAS,0,12,26,0,21,0,0,0,0,0,0,0,0,0
PKR,0,13,19,0,5,1,0,0,0,0,0,0,0,0
MADD,0,1,1,0,0,0,0,0,0,0,0,0,0,0
DAPK,0,32,14,0,9,0,0,0,0,0,0,0,0,0
cIAP1,0,1,14,0,10,0,0,0,0,0,0,0,0,0
PQCaCh,0,69,78,0,18,5,0,0,0,1,0,0,0,0
PKB,0,55,82,0,54,7,0,0,0,0,0,0,0,0
PKC,0,891,435,0,194,11,0,0,0,7,0,0,0,0
PKA,0,1118,239,0,205,13,0,2,0,3,0,0,0,0
PKG,0,13,19,0,29,0,0,0,0,1,0,0,0,0
PKD,0,0,11,0,2,0,0,0,0,0,0,0,0,0
CAIN,0,5,18,0,4,0,0,0,0,0,0,0,0,0
PKI,0,0,48,0,2,0,0,0,0,0,0,0,0,0
PKN,0,0,1,0,4,0,0,0,0,0,0,0,0,0
PDE5A,0,51,7,0,5,0,0,0,0,1,0,0,0,0
CLIP170,0,0,4,0,2,0,0,0,0,0,0,0,0,0
DELTA_CATENIN,0,12,24,0,9,0,0,0,0,0,0,0,0,0
IGF1,0,0,4,0,1,0,0,0,0,0,0,0,0,0
CSK,0,1,23,0,10,2,0,0,0,0,0,0,0,0
DLK,0,7,3,2,0,0,0,0,0,0,0,0,0,0
ABL,0,65,59,0,43,3,0,0,0,1,0,0,0,0
GAT1,0,8,15,0,1,0,0,0,0,0,0,0,0,0
SHC,0,54,74,0,66,17,0,0,0,0,0,0,0,0
EIF4E,0,43,21,0,16,2,0,0,0,0,0,0,0,0
PMCA,0,143,45,0,18,0,0,0,0,2,0,0,0,0
EIF4G,0,23,34,2,14,6,0,0,0,0,0,0,0,0
EIF4A,0,0,4,0,10,1,0,0,0,0,0,0,0,0
CSP,0,1,12,0,37,2,0,0,0,0,0,0,0,0
EIF4B,0,0,0,0,8,0,0,0,0,0,0,0,0,0
CIPP,0,5,18,0,14,1,0,0,0,0,0,0,0,0
TNFR1,0,1,5,0,0,0,0,0,0,0,0,0,0,0
LARG,0,1,8,0,6,0,0,0,0,0,0,0,0,0
CREM,0,5,18,0,13,2,0,0,0,0,0,0,0,0
DGK,0,41,8,0,2,0,0,0,0,1,0,0,0,0
Nup214,0,8,5,1,0,0,0,0,0,0,0,0,0,0
CREB,0,125,131,0,90,12,0,0,0,0,1,0,0,0
FRIZZLED,0,7,0,0,5,1,0,0,0,0,0,0,0,0
HDAC3,0,0,2,0,17,0,0,1,0,0,0,0,0,0
GKAP,0,1,4,0,9,0,0,0,0,0,0,0,0,0
SYNDECAN,0,3,5,0,1,0,0,0,0,0,0,0,0,0
KALIRIN,0,3,5,0,9,0,0,0,0,0,0,0,0,0
M1R,0,7,19,0,42,2,0,0,0,0,0,0,0,0
SPHK,0,2,4,0,0,0,0,0,0,0,0,0,0,0
CALBRAIN,0,0,22,0,6,0,0,0,0,0,0,0,0,0
PAFR,0,6,19,0,72,0,0,0,0,0,0,0,0,0
TRADD,0,4,7,0,3,0,0,0,0,0,0,0,0,0
P1433,0,64,49,2,49,5,0,0,0,0,0,0,0,0
CDGAP,0,3,11,0,14,1,0,0,0,0,0,0,0,0
SEK,0,3,2,0,0,0,0,0,0,0,0,0,0,0
RANBPM,0,12,30,0,22,0,0,0,0,0,0,0,0,0
GEPHYRIN,0,2,5,0,18,1,0,0,0,0,0,0,0,0
RALGDS,0,5,26,0,2,1,0,0,0,0,0,0,0,0
FRK,0,0,4,0,8,0,0,0,0,0,0,0,0,0
NEURABIN,0,9,9,0,0,0,0,0,0,0,0,0,0,0
ARFGAP,0,0,1,0,4,0,0,0,0,0,0,0,0,0
MTOR,0,6,24,0,4,1,0,0,0,0,0,0,0,0
GALPHA13,0,3,6,0,3,0,0,0,0,0,0,0,0,0
PDI,0,0,0,0,7,0,0,0,0,0,0,0,0,0
GALPHA11,0,13,14,0,15,1,0,0,0,0,0,0,0,0
CALPAIN,0,14,24,0,41,1,0,0,0,0,0,0,0,0
NEUROLIGIN,0,19,13,0,3,1,0,0,0,0,0,0,0,0
PYK2,0,9,48,0,23,1,0,0,0,0,0,0,0,0
ARP23,0,4,17,0,8,1,0,0,0,0,0,0,0,0
IRS1,0,90,98,2,66,5,0,0,0,0,0,0,0,0
IRS2,0,5,9,0,12,0,0,0,0,0,0,0,0,0
PTPA,0,12,46,0,14,0,0,0,0,0,0,0,0,0
FIBRONECTIN,0,0,3,0,6,0,0,0,0,0,0,0,0,0
SYNAPTOTAGMIN,0,57,53,0,38,7,0,0,0,3,0,0,0,0
CDK5,0,15,20,0,31,1,0,0,0,0,0,0,0,0
RAP2,0,1,6,0,13,1,0,0,0,0,0,0,0,0
RABGDI,0,0,0,0,4,0,0,0,0,0,0,0,0,0
SHP2,0,50,32,0,26,4,0,0,0,0,0,0,0,0
ARNO,0,20,10,0,5,0,0,0,0,0,0,0,0,0
ALPHA7NACHR,0,3,3,0,1,0,0,0,0,0,0,0,0,0
KIR21,0,16,11,0,10,1,0,0,0,0,0,0,0,0
pGC,0,0,7,0,5,0,0,0,0,0,0,0,0,0
GSK3,0,102,88,0,65,9,0,2,0,0,0,0,0,0
CALMODULIN,0,532,254,0,108,18,0,0,0,4,0,0,0,0
BIK,0,4,10,0,1,0,0,0,0,0,0,0,0,0
BID,0,4,21,0,4,3,0,0,0,0,0,0,0,0
FYN,0,67,114,0,86,6,0,0,0,1,0,0,0,0
MEK3,0,2,16,0,8,0,0,0,0,0,0,0,0,0
MEK2,0,1,17,0,7,0,0,0,0,0,0,0,0,0
MEK1,0,3,47,0,12,3,0,2,0,0,0,0,0,0
MEK7,0,7,12,0,4,0,0,0,0,0,1,0,0,0
ZAP70,0,1,9,0,22,0,0,0,0,0,0,0,0,0
MEK5,0,1,2,0,0,0,0,0,0,0,0,0,0,0
CytochromeC,0,2,13,0,8,1,0,0,0,0,0,0,0,0
ERBB,0,19,30,0,33,2,0,0,0,0,0,0,0,0
RACK,0,21,87,0,26,3,0,0,0,0,0,0,0,0
BIP,0,0,1,0,9,2,0,0,0,0,0,0,0,0
SNAPIN,0,48,10,0,12,0,0,0,0,0,0,0,0,0
CASPASE6,0,2,8,0,0,0,0,0,0,0,0,0,0,0
CASPASE7,0,7,18,0,13,2,0,0,0,0,0,0,0,0
CASPASE3,0,84,133,0,33,6,0,0,0,2,0,0,0,0
CASPASE8,0,17,32,0,14,2,0,0,0,0,0,0,0,0
CASPASE9,0,22,46,0,24,7,0,0,0,1,0,0,0,0
VASP,0,0,4,0,1,0,0,0,0,0,0,0,0,0
ICAD,0,11,8,0,0,0,0,0,0,0,0,0,0,0
DOPR,0,6,17,0,62,0,0,0,0,0,0,0,0,0
CJUN,0,42,66,17,149,20,0,40,0,0,1,2,0,0
AKAP,0,135,41,0,14,1,0,0,0,0,0,0,0,0
GLYR,0,107,20,0,10,0,0,0,0,0,0,0,0,0
ERK5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NRG,0,0,7,0,0,0,0,0,0,0,0,0,0,0
PRK2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GALPHA12,0,0,1,0,2,0,0,0,0,0,0,0,0,0
BCL2,0,64,49,0,24,3,0,0,0,1,0,0,0,0
MUSK,0,16,8,0,0,0,0,0,0,0,0,0,0,0
NEUROFIBROMIN,0,0,4,0,12,0,0,0,0,0,0,0,0,0
CITRON,0,3,6,0,0,0,0,0,0,0,0,0,0,0
PTP1B,0,0,3,0,1,0,0,0,0,0,0,0,0,0
TUBERIN,0,0,3,0,8,0,0,0,0,0,0,0,0,0
IQGAP,0,46,38,0,37,1,0,0,0,0,0,0,0,0
SIVA1,0,0,3,0,2,0,0,0,0,0,0,0,0,0
PTP1D,0,15,14,0,0,0,0,0,0,0,0,0,0,0
MALS,0,30,23,0,0,1,0,0,0,0,0,0,0,0
MGLUR5,0,3,13,0,53,0,0,0,0,0,0,0,0,0
HRS2,0,0,4,0,7,0,0,0,0,0,0,0,0,0
MGLUR7,0,136,60,0,89,1,0,0,0,0,0,0,0,0
MGLUR1,0,55,37,0,46,0,0,0,0,0,0,0,0,0
PAF,0,0,4,0,0,0,0,0,0,0,0,0,0,0
TAMALIN,0,5,23,0,11,0,0,0,0,0,0,0,0,0
PAK,0,20,60,0,32,1,0,0,0,2,0,0,0,0
AXL,0,0,4,0,6,0,0,0,0,0,0,0,0,0
SMACDIABLO,0,1,5,0,1,0,0,0,0,0,0,0,0,0
M4R,0,6,17,0,48,0,0,0,0,0,0,0,0,0
RIP,0,2,3,0,0,0,0,0,0,0,0,0,0,0
CB2R,0,4,17,0,62,0,0,0,0,0,0,0,0,0
RIN,0,41,13,0,12,1,0,0,0,0,0,0,0,0
AP2,0,17,25,0,16,2,0,0,0,0,0,0,0,0
MARCKS,0,98,30,0,6,0,0,0,0,0,0,0,0,0
IKKA,0,4,5,0,1,2,0,0,0,0,0,0,0,0
FRA2,0,1,2,0,22,2,0,2,0,0,0,0,0,0
STARGAZIN,0,3,29,0,9,0,0,0,0,0,0,0,0,0
IKKB,0,4,6,0,3,0,0,0,0,0,0,0,0,0
RIC,0,32,5,0,0,0,0,0,0,0,0,0,0,0
VRK1,0,0,3,0,2,0,0,0,0,0,0,0,0,0
TUBULIN,0,54,141,0,123,7,0,0,0,0,0,0,0,0
MYOSINV,0,31,27,0,5,1,0,0,0,0,0,0,0,0
PRMT1,0,0,4,0,4,0,0,0,0,0,0,0,0,0
NAIP,0,1,19,0,14,2,0,0,0,0,0,0,0,0
MDM2,0,0,1,0,8,0,0,0,0,0,0,0,0,0
PDE4C,0,0,3,0,9,0,0,0,0,0,0,0,0,0
THC,0,0,3,0,1,0,0,0,0,0,0,0,0,0
NIK,0,7,22,0,6,1,0,0,0,0,0,0,0,0
SPAL,0,1,20,0,17,0,0,0,0,0,0,0,0,0
BETA2AR,0,59,27,0,38,0,0,0,0,0,0,0,0,0
ARFGEF,0,0,1,0,4,0,0,0,0,0,0,0,0,0
SYK,0,17,23,0,24,3,0,0,0,0,0,0,0,0
NFKB,0,46,15,0,9,1,0,2,0,0,0,0,0,0
bARK,0,114,61,0,12,0,0,0,0,1,0,0,0,0
EPHB2,0,5,9,0,3,1,0,0,0,0,0,0,0,0
DNAPK,0,11,7,0,0,0,0,0,0,0,0,0,0,0
SKY,0,0,4,0,6,0,0,0,0,0,0,0,0,0
CARM1,0,0,3,0,8,0,0,0,0,0,0,0,0,0
dATP,0,0,1,0,2,0,0,0,0,0,0,0,0,0
CRE,0,6,17,0,1,0,0,0,0,0,0,0,0,0
SORCIN,0,23,22,0,8,1,0,0,0,1,0,0,0,0
CRK,0,24,31,0,18,6,0,0,0,0,0,0,0,0
Target,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NMDAR,0,290,311,0,139,27,0,0,0,6,0,0,0,0
RABPHILIN,0,108,35,0,15,4,0,0,0,0,0,0,0,0
S6K,0,12,18,0,13,0,0,0,0,0,0,0,0,0
PLCGAMMA,0,107,107,0,75,8,0,0,0,1,0,0,0,0
DRE,0,3,2,0,0,0,0,0,0,0,0,0,0,0
CASKIN,0,0,10,0,1,0,0,0,0,0,0,0,0,0
TIAM1,0,69,24,2,12,0,0,0,0,0,0,0,0,0
PA,0,3,13,0,15,0,0,0,0,0,0,0,0,0
WNT,0,0,0,0,2,1,0,0,0,0,0,0,0,0
TCF,0,6,26,2,3,6,0,0,0,0,0,0,0,0
HOMER,0,9,25,0,33,0,0,0,0,0,0,0,0,0
MAP1A,0,16,17,0,13,0,0,0,0,0,0,0,0,0
MAP1B,0,0,6,0,13,0,0,0,0,0,0,0,0,0
ICA512,0,0,7,0,0,0,0,0,0,0,0,0,0,0
INHIBITOR2,0,18,16,0,7,0,0,0,0,0,0,0,0,0
LIMK,0,10,8,0,4,0,0,0,0,0,0,0,0,0
S60,0,3,6,0,3,1,0,0,0,0,0,0,0,0
MUSKELIN,0,0,4,0,6,0,0,0,0,0,0,0,0,0
ERBIN,0,21,15,0,3,1,0,0,0,0,0,0,0,0
GAB1,0,11,21,0,12,3,0,0,0,0,0,0,0,0
ANP,0,0,1,0,1,0,0,0,0,0,0,0,0,0
LCK,0,15,19,0,34,1,0,0,0,0,0,0,0,0
GABA,0,0,5,0,0,0,0,0,0,0,0,0,0,0
BAG1,0,1,6,0,17,0,0,0,0,0,0,0,0,0
VINCULIN,0,8,10,0,0,1,0,0,0,0,0,0,0,0
ILK,0,9,31,0,14,2,0,0,0,0,0,0,0,0
TNIK,0,3,5,0,7,0,0,0,0,0,0,0,0,0
VDAC2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FIVEHT4R,0,4,17,0,33,0,0,0,0,0,0,0,0,0
RAF1,0,118,90,0,73,6,0,0,0,0,0,0,0,0
STAT5,0,0,7,0,7,0,0,2,0,0,0,0,0,0
CAMPGEFII,0,8,11,0,1,0,0,0,0,0,0,0,0,0
STAT1,0,0,7,0,7,0,0,2,0,0,0,0,0,0
BR1R,0,6,20,0,62,0,0,0,0,0,0,0,0,0
PDE3A,0,50,10,0,10,0,0,0,0,1,0,0,0,0
AMISYN,0,0,11,0,15,1,0,0,0,0,0,0,0,0
CASK,0,45,38,0,45,0,0,0,0,0,0,0,0,0
PDE3B,0,50,10,0,10,0,0,0,0,1,0,0,0,0
FHL2,0,0,5,0,24,1,0,2,0,0,0,0,0,0
P38,0,64,85,2,60,2,0,2,0,0,0,0,0,0
SPROUTY,0,14,17,0,1,2,0,0,0,0,0,0,0,0
SAM68,0,52,66,0,36,3,0,2,0,0,0,0,0,0
MSK1,0,26,21,0,14,0,0,0,0,0,0,0,0,0
CHLORIDE,0,1,5,0,0,0,0,0,0,0,0,0,0,0
PCAF,0,6,8,2,0,0,0,0,0,0,0,0,0,0
FIVEHT1CR,0,3,0,0,0,0,0,0,0,0,0,0,0,0
SYNTROPHIN,0,6,1,0,0,0,0,0,0,0,0,0,0,0
SRC,0,168,193,0,114,13,0,0,0,2,0,0,0,0
SRF,0,50,23,2,6,2,0,0,0,0,0,0,0,0
MUNC13,0,38,19,0,12,0,0,0,0,0,0,0,0,0
SPINOPHILIN,0,69,27,0,15,0,0,0,0,1,0,0,0,0
